# Descriptor tail for the Figure 4 interim plan. FROM BENCHMARK PROPERTIES ONLY; no answer-key input. Rule: population = the 9,167 coordinate-distinct representatives (lexicographically first coreid per group, benchmark/frozen/coord_keys.json), minus the 6 sealed exclusion-set structures; take the 1,000 highest helium void fraction (vf_he), then add every remaining structure with largest cavity diameter d_max > 15 Angstrom. Descriptors from /home1/users/Bei/recon/out/c00-c39.csv (geom.py: vf_he = fraction of cell where a He probe centre fits; d_max = 2*max min_i(|r-r_i|-sigma_i/2)). RECORDED BEFORE ANY RUN. Skip this line.
n,structure_id,vf_he,d_max,selected_by
324,2014[Cu][nan]3[ASR]1,0.588256,16,vf_he_top1000
325,2014[Cu][nan]3[ASR]16,0.563418,16,vf_he_top1000
326,2014[Cu][nan]3[ASR]18,0.340373,15.8419,vf_he_top1000
327,2014[Cu][nan]3[ASR]19,0.339995,15.8354,vf_he_top1000
328,2014[Cu][nan]3[ASR]2,0.338906,7.99617,vf_he_top1000
329,2014[Cu][nan]3[ASR]20,0.339995,15.8325,vf_he_top1000
330,2014[Cu][nan]3[ASR]21,0.340222,15.8253,vf_he_top1000
331,2014[Cu][nan]3[ASR]22,0.340448,15.8138,vf_he_top1000
332,2014[Cu][nan]3[ASR]23,0.339995,15.8023,vf_he_top1000
333,2014[Cu][nan]3[ASR]24,0.339542,15.7932,vf_he_top1000
334,2014[Cu][nan]3[ASR]25,0.339467,15.7766,vf_he_top1000
335,2014[Cu][nan]3[ASR]26,0.338939,15.7588,vf_he_top1000
336,2014[Cu][nan]3[ASR]27,0.337958,15.7464,vf_he_top1000
337,2014[Cu][nan]3[ASR]28,0.336977,15.7239,vf_he_top1000
338,2014[Cu][nan]3[ASR]3,0.454565,14.9273,vf_he_top1000
339,2014[Cu][nan]3[ASR]4,0.337464,11.2024,vf_he_top1000
340,2014[Cu][nbo]3[ASR]2,0.379083,9.84867,vf_he_top1000
341,2014[Cu][nbo]3[ASR]4,0.421795,10.5013,vf_he_top1000
342,2014[Cu][nts]3[ASR]1,0.525103,16,vf_he_top1000
343,2014[Cu][nts]3[ASR]2,0.572571,16,vf_he_top1000
344,2014[Cu][ssb]3[ASR]1,0.414492,11.7554,vf_he_top1000
345,2014[Cu][tbo]3[ASR]1,0.368389,12.1626,vf_he_top1000
346,2014[Cu][tbo]3[ASR]10,0.369632,12.4277,vf_he_top1000
347,2014[Cu][tbo]3[ASR]11,0.36841,12.3398,vf_he_top1000
348,2014[Cu][tbo]3[ASR]12,0.370853,12.3494,vf_he_top1000
349,2014[Cu][tbo]3[ASR]13,0.370853,12.3576,vf_he_top1000
350,2014[Cu][tbo]3[ASR]2,0.57776,16,vf_he_top1000
351,2014[Cu][tbo]3[ASR]3,0.369021,12.4367,vf_he_top1000
352,2014[Cu][tbo]3[ASR]4,0.368069,12.6181,vf_he_top1000
353,2014[Cu][tbo]3[ASR]5,0.368069,12.53,vf_he_top1000
354,2014[Cu][tbo]3[ASR]6,0.367747,12.54,vf_he_top1000
355,2014[Cu][tbo]3[ASR]7,0.370853,12.3266,vf_he_top1000
356,2014[Cu][tbo]3[ASR]8,0.372074,12.3805,vf_he_top1000
357,2014[Cu][tbo]3[ASR]9,0.365968,12.3521,vf_he_top1000
358,2014[Dy][nan]3[ASR]1,0.319052,9.78058,vf_he_top1000
359,2014[Eu][nan]3[ASR]8,0.3334,10.3913,vf_he_top1000
360,2014[FeZr][soc]3[ASR]1,0.587017,16,vf_he_top1000
361,2014[Fe][nan]3[ASR]1,0.356444,11.5227,vf_he_top1000
362,2014[Fe][nan]3[ASR]10,0.347556,11.4068,vf_he_top1000
363,2014[Fe][nan]3[ASR]3,0.358222,11.4548,vf_he_top1000
364,2014[Fe][nan]3[ASR]4,0.36,11.4557,vf_he_top1000
365,2014[Fe][nan]3[ASR]6,0.577633,13.1572,vf_he_top1000
366,2014[Fe][nan]3[ASR]7,0.530214,12.2295,vf_he_top1000
367,2014[Fe][nan]3[ASR]8,0.427613,10.6433,vf_he_top1000
368,2014[Fe][nan]3[ASR]9,0.404667,12.7131,vf_he_top1000
369,2014[Gd][nan]3[ASR]2,0.331943,10.4372,vf_he_top1000
370,2014[In][nan]3[ASR]3,0.430065,12.9204,vf_he_top1000
371,2014[In][unc]3[ASR]1,0.376998,8.02055,vf_he_top1000
372,2014[Mn][nan]3[ASR]20,0.368391,13.413,vf_he_top1000
373,2014[Mn][nan]3[ASR]3,0.368889,11.6011,vf_he_top1000
374,2014[Mn][nan]3[ASR]7,0.347737,10.6835,vf_he_top1000
375,2014[Mn][nan]3[ASR]9,0.343621,10.5913,vf_he_top1000
376,2014[Ni][nan]3[ASR]4,0.343111,10.7996,vf_he_top1000
377,2014[Ni][nan]3[ASR]5,0.345778,10.9378,vf_he_top1000
378,2014[Zn][etf]3[ASR]1,0.383495,9.38967,vf_he_top1000
379,2014[Zn][nan]3[ASR]12,0.347156,8.00132,vf_he_top1000
380,2014[Zn][nan]3[ASR]5,0.354667,11.3967,vf_he_top1000
381,2014[Zn][nan]3[ASR]6,0.358222,11.4221,vf_he_top1000
382,2014[Zn][nan]3[ASR]7,0.356444,11.4888,vf_he_top1000
383,2014[Zn][pcu]3[ASR]10,0.32442,10.2433,vf_he_top1000
384,2014[Zn][pcu]3[ASR]12,0.489774,14.2404,vf_he_top1000
385,2014[Zn][pcu]3[ASR]13,0.503687,14.778,vf_he_top1000
386,2014[Zn][pcu]3[ASR]14,0.489028,14.3612,vf_he_top1000
387,2014[Zn][pcu]3[ASR]22,0.567575,14.5694,vf_he_top1000
388,2014[Zn][vbk]3[ASR]1,0.378753,7.93579,vf_he_top1000
389,2014[Zr][fcu]3[ASR]1,0.340027,11.5567,vf_he_top1000
390,2014[Zr][fcu]3[ASR]2,0.511286,16,vf_he_top1000
391,2015[Al][fon]3[ASR]1,0.407344,9.67094,vf_he_top1000
392,2015[Cd][hcb]2[ASR]2,0.326794,6.13731,vf_he_top1000
393,2015[Cd][nan]3[ASR]18,0.317678,14.0288,vf_he_top1000
394,2015[CeCu][srs]3[ASR]1,0.495312,9.64287,vf_he_top1000
395,2015[CoRu][kew]3[ASR]1,0.359266,13.0888,vf_he_top1000
396,2015[CrMn][noa]3[ASR]1,0.503734,10.2917,vf_he_top1000
397,2015[CrMn][noa]3[FSR]1,0.458748,9.98698,vf_he_top1000
398,2015[CrMn][nod]3[ASR]1,0.433853,8.93588,vf_he_top1000
399,2015[CuCe][srs]3[FSR]1,0.474125,9.40459,vf_he_top1000
400,2015[CuNd][srs]3[ASR]1,0.491411,9.78871,vf_he_top1000
401,2015[CuNd][srs]3[FSR]1,0.47022,9.64476,vf_he_top1000
402,2015[Cu][hyw]3[ASR]1,0.323779,11.7643,vf_he_top1000
403,2015[Cu][lvt]3[ASR]1,0.32381,6.82768,vf_he_top1000
404,2015[Cu][nan]3[ASR]13,0.356579,12.4891,vf_he_top1000
405,2015[Cu][nan]3[ASR]17,0.344853,14.8869,vf_he_top1000
406,2015[Cu][nan]3[ASR]19,0.427127,12.8394,vf_he_top1000
407,2015[Cu][nan]3[ASR]20,0.337464,11.105,vf_he_top1000
408,2015[Cu][nan]3[ASR]21,0.337464,11.1303,vf_he_top1000
409,2015[Cu][nan]3[ASR]22,0.335277,11.2234,vf_he_top1000
410,2015[Cu][nan]3[ASR]23,0.335277,11.1429,vf_he_top1000
411,2015[Cu][nan]3[ASR]3,0.343917,14.5928,vf_he_top1000
412,2015[Cu][nbo]3[ASR]1,0.383247,15.5889,vf_he_top1000
413,2015[Cu][nbo]3[ASR]3,0.343573,11.3237,vf_he_top1000
414,2015[Cu][nts]3[ASR]1,0.459322,16,vf_he_top1000
415,2015[Cu][ssa]3[ASR]1,0.325532,9.99763,vf_he_top1000
416,2015[Cu][urj]3[ASR]1,0.314841,11.8136,vf_he_top1000
417,2015[Eu][nan]3[ASR]10,0.421101,15.7362,vf_he_top1000
418,2015[Eu][nan]3[ASR]9,0.44163,12.9637,vf_he_top1000
419,2015[Eu][nan]3[FSR]9,0.410714,14.6985,vf_he_top1000
420,2015[Fe][acs]3[ASR]1,0.372187,9.32313,vf_he_top1000
421,2015[Fe][nan]3[ASR]3,0.368652,11.7018,vf_he_top1000
422,2015[Fe][pts]3[ASR]4,0.320831,9.30407,vf_he_top1000
423,2015[Mg][nan]3[ASR]11,0.32045,15.9903,vf_he_top1000
424,2015[Mn][csq]3[ASR]1,0.370428,14.964,vf_he_top1000
425,2015[Mn][nan]3[ASR]10,0.368889,11.8403,vf_he_top1000
426,2015[Mn][nan]3[ASR]11,0.367111,11.8865,vf_he_top1000
427,2015[Mn][nan]3[ASR]12,0.373047,11.662,vf_he_top1000
428,2015[Mn][nan]3[ASR]7,0.523668,16,vf_he_top1000
429,2015[SiZr][flu]3[ASR]1,0.360741,11.0133,vf_he_top1000
430,2015[Tb][nan]3[ASR]6,0.440741,12.9558,vf_he_top1000
431,2015[U][nan]3[ASR]7,0.419867,10.1473,vf_he_top1000
432,2015[U][nan]3[FSR]7,0.401451,9.85429,vf_he_top1000
433,2015[V][srs]3[ASR]1,0.58575,11.1478,vf_he_top1000
434,2015[Zn][deh]3[ASR]1,0.422634,8.62557,vf_he_top1000
435,2015[Zn][hea]3[ASR]1,0.431847,11.2149,vf_he_top1000
436,2015[Zn][hea]3[ASR]2,0.432099,10.929,vf_he_top1000
437,2015[Zn][hww]3[ION]3,0.326843,7.00925,vf_he_top1000
438,2015[Zn][hww]3[ION]4,0.387087,12.4199,vf_he_top1000
439,2015[Zn][hww]3[ION]5,0.379006,12.146,vf_he_top1000
440,2015[Zn][hyw]3[ASR]1,0.318724,11.8773,vf_he_top1000
441,2015[Zn][hyw]3[ASR]2,0.331842,12.1648,vf_he_top1000
442,2015[Zn][ith]3[ASR]1,0.549307,16,vf_he_top1000
443,2015[Zn][ith]3[ASR]2,0.486562,16,vf_he_top1000
444,2015[Zn][ith]3[ASR]3,0.395722,15.1276,vf_he_top1000
445,2015[Zn][ith]3[ASR]4,0.400396,15.4286,vf_he_top1000
446,2015[Zn][lon]3[ASR]2,0.324758,6.56459,vf_he_top1000
447,2015[Zn][nan]3[ASR]17,0.3796,9.67239,vf_he_top1000
448,2015[Zn][nan]3[ASR]24,0.346813,9.83322,vf_he_top1000
449,2015[Zn][nan]3[ASR]25,0.313772,9.25946,vf_he_top1000
450,2015[Zn][nan]3[ASR]27,0.318478,10.2208,vf_he_top1000
451,2015[Zn][nan]3[ASR]6,0.386786,16,vf_he_top1000
452,2015[Zn][nts]3[ASR]1,0.589445,16,vf_he_top1000
453,2015[Zn][nts]3[ASR]2,0.460048,16,vf_he_top1000
454,2015[Zn][pcu]3[ASR]14,0.388067,10.3541,vf_he_top1000
455,2015[Zn][pcu]3[ASR]3,0.395239,10.9143,vf_he_top1000
456,2015[Zn][pcu]3[ASR]6,0.388347,10.0872,vf_he_top1000
457,2015[Zn][pcu]3[ASR]7,0.394027,10.503,vf_he_top1000
458,2015[Zn][rtl]3[ASR]2,0.566655,12.6163,vf_he_top1000
459,2015[Zn][sra]3[ASR]1,0.314171,7.44924,vf_he_top1000
460,2015[Zn][ssa]3[ASR]1,0.334991,10.4201,vf_he_top1000
461,2015[Zn][zym]3[ASR]1,0.360653,16,vf_he_top1000
462,2015[Zr][csq]3[ASR]1,0.679539,16,vf_he_top1000
463,2015[Zr][fcu]3[ASR]2,0.352418,12.1951,vf_he_top1000
464,2015[Zr][fcu]3[ASR]4,0.363766,11.6907,vf_he_top1000
465,2015[Zr][ftw]3[ASR]1,0.467023,16,vf_he_top1000
466,2015[Zr][ftw]3[ASR]2,0.561269,16,vf_he_top1000
467,2015[Zr][ftw]3[ASR]3,0.661292,16,vf_he_top1000
468,2015[Zr][pts]3[ASR]1,0.436158,12.46,vf_he_top1000
469,2015[Zr][spn]3[ASR]1,0.814939,16,vf_he_top1000
470,2016[Cd][nan]3[ASR]7,0.334418,10.2076,vf_he_top1000
471,2016[Co][nan]3[ASR]22,0.357335,7.74422,vf_he_top1000
472,2016[Co][nan]3[ASR]27,0.334816,10.2733,vf_he_top1000
473,2016[Co][nan]3[ASR]28,0.529266,16,vf_he_top1000
474,2016[Co][pts]3[ASR]3,0.345051,9.65273,vf_he_top1000
475,2016[Co][pts]3[ASR]4,0.349722,9.76815,vf_he_top1000
476,2016[Co][pts]3[FSR]6,0.35,9.77142,vf_he_top1000
477,2016[Co][the]3[ASR]1,0.411295,14.7796,vf_he_top1000
478,2016[Co][the]3[ASR]2,0.409795,15.0398,vf_he_top1000
479,2016[CrMn][stp]3[ASR]1,0.338517,13.9986,vf_he_top1000
480,2016[CuMoMn][dia]3[ASR]1,0.516902,11.9089,vf_he_top1000
481,2016[Cu][nan]3[ASR]12,0.362223,12.189,vf_he_top1000
482,2016[Cu][nan]3[ASR]8,0.441749,12.1519,vf_he_top1000
483,2016[Cu][nbo]3[ASR]1,0.457341,13.4938,vf_he_top1000
484,2016[Cu][nbo]3[ASR]10,0.452765,11.6938,vf_he_top1000
485,2016[Cu][nbo]3[ASR]11,0.416477,10.7529,vf_he_top1000
486,2016[Cu][nbo]3[ASR]12,0.323428,9.44498,vf_he_top1000
487,2016[Cu][nbo]3[ASR]18,0.41125,10.2143,vf_he_top1000
488,2016[Cu][nbo]3[ASR]19,0.434564,10.5732,vf_he_top1000
489,2016[Cu][nbo]3[ASR]20,0.445173,11.3221,vf_he_top1000
490,2016[Cu][nbo]3[ASR]21,0.43586,10.89,vf_he_top1000
491,2016[Cu][nbo]3[ASR]22,0.406938,10.6324,vf_he_top1000
492,2016[Cu][nbo]3[ASR]23,0.385526,10.4256,vf_he_top1000
493,2016[Cu][nbo]3[ASR]24,0.37885,10.943,vf_he_top1000
494,2016[Cu][nbo]3[ASR]31,0.401125,10.6699,vf_he_top1000
495,2016[Cu][nbo]3[ASR]32,0.417333,10.6597,vf_he_top1000
496,2016[Cu][nbo]3[ASR]33,0.47624,12.4559,vf_he_top1000
497,2016[Cu][nbo]3[ASR]34,0.372904,10.5522,vf_he_top1000
498,2016[Cu][nbo]3[ASR]35,0.414808,11.82,vf_he_top1000
499,2016[Cu][nbo]3[ASR]36,0.348411,9.08145,vf_he_top1000
500,2016[Cu][nbo]3[ASR]37,0.355737,9.17507,vf_he_top1000
501,2016[Cu][nbo]3[ASR]38,0.380569,10.0397,vf_he_top1000
502,2016[Cu][nbo]3[ASR]39,0.40525,10.4211,vf_he_top1000
503,2016[Cu][nbo]3[ASR]4,0.672497,16,vf_he_top1000
504,2016[Cu][nbo]3[ASR]40,0.411438,10.7045,vf_he_top1000
505,2016[Cu][nbo]3[ASR]41,0.35027,9.10237,vf_he_top1000
506,2016[Cu][nbo]3[ASR]42,0.459294,11.3138,vf_he_top1000
507,2016[Cu][nbo]3[ASR]43,0.398819,9.93102,vf_he_top1000
508,2016[Cu][nbo]3[ASR]44,0.401553,9.96813,vf_he_top1000
509,2016[Cu][nbo]3[ASR]45,0.417286,10.8687,vf_he_top1000
510,2016[Cu][nbo]3[ASR]46,0.437875,10.9724,vf_he_top1000
511,2016[Cu][nbo]3[ASR]47,0.39871,9.88566,vf_he_top1000
512,2016[Cu][nbo]3[ASR]48,0.472384,11.6004,vf_he_top1000
513,2016[Cu][nbo]3[ASR]49,0.48356,11.9434,vf_he_top1000
514,2016[Cu][nbo]3[ASR]5,0.349921,10.592,vf_he_top1000
515,2016[Cu][nbo]3[ASR]50,0.387473,9.21729,vf_he_top1000
516,2016[Cu][nbo]3[ASR]51,0.395482,9.30528,vf_he_top1000
517,2016[Cu][nbo]3[ASR]52,0.360111,9.45815,vf_he_top1000
518,2016[Cu][nbo]3[ASR]53,0.358689,9.50287,vf_he_top1000
519,2016[Cu][nbo]3[ASR]54,0.369342,9.69242,vf_he_top1000
520,2016[Cu][nbo]3[ASR]55,0.395969,10.6776,vf_he_top1000
521,2016[Cu][nbo]3[ASR]56,0.353769,9.62031,vf_he_top1000
522,2016[Cu][nbo]3[ASR]6,0.658972,16,vf_he_top1000
523,2016[Cu][nbo]3[ASR]8,0.482264,11.9799,vf_he_top1000
524,2016[Cu][nbo]3[ASR]9,0.456943,11.2524,vf_he_top1000
525,2016[Cu][nts]3[ASR]1,0.469587,16,vf_he_top1000
526,2016[Cu][pts]3[ASR]1,0.531026,9.6753,vf_he_top1000
527,2016[Cu][ssa]3[ASR]1,0.321221,9.78261,vf_he_top1000
528,2016[Cu][ssa]3[ASR]2,0.314472,10.0508,vf_he_top1000
529,2016[Cu][tbo]3[ASR]1,0.328041,11.0682,vf_he_top1000
530,2016[Cu][tbo]3[ASR]5,0.374517,12.3735,vf_he_top1000
531,2016[Cu][ubo]3[ASR]1,0.363628,9.16186,vf_he_top1000
532,2016[Fe][nan]3[ASR]2,0.530219,16,vf_he_top1000
533,2016[Fe][nan]3[ASR]3,0.531604,16,vf_he_top1000
534,2016[Fe][nan]3[ASR]4,0.531321,16,vf_he_top1000
535,2016[Fe][nan]3[ASR]5,0.534478,16,vf_he_top1000
536,2016[In][nan]3[ASR]1,0.441613,16,vf_he_top1000
537,2016[In][nan]3[ASR]15,0.542312,13.0465,vf_he_top1000
538,2016[In][nan]3[ASR]2,0.723836,16,vf_he_top1000
539,2016[In][unc]3[ASR]2,0.363955,7.70766,vf_he_top1000
540,2016[IrZr][she]3[ASR]1,0.615849,16,vf_he_top1000
541,2016[Mg][acs]3[ASR]1,0.353567,8.92624,vf_he_top1000
542,2016[Mg][nan]3[ASR]5,0.36,11.6631,vf_he_top1000
543,2016[Mg][stp]3[ASR]1,0.674818,16,vf_he_top1000
544,2016[Mg][stp]3[ASR]2,0.67553,16,vf_he_top1000
545,2016[Mn][nan]3[ASR]1,0.363074,11.8863,vf_he_top1000
546,2016[MoCuMn][dia]3[FSR]1,0.386895,8.95529,vf_he_top1000
547,2016[NiZr][ftw]3[ASR]1,0.561868,16,vf_he_top1000
548,2016[Ni][nan]3[ASR]1,0.354667,11.3737,vf_he_top1000
549,2016[Ni][nan]3[ASR]2,0.358222,11.4745,vf_he_top1000
550,2016[Ni][nan]3[ASR]3,0.349333,11.3204,vf_he_top1000
551,2016[Tb][fcu]3[ASR]1,0.41148,12.3891,vf_he_top1000
552,2016[Tb][nan]3[ASR]10,0.357087,10.7247,vf_he_top1000
553,2016[Th][gfy]3[ASR]1,0.374228,12.8652,vf_he_top1000
554,2016[Th][gfy]3[FSR]1,0.320988,10.4352,vf_he_top1000
555,2016[Yb][lcy]3[ASR]1,0.385264,11.843,vf_he_top1000
556,2016[ZnCo][idp]3[ASR]1,0.519528,16,vf_he_top1000
557,2016[ZnCo][pcu]3[ASR]1,0.485945,13.2068,vf_he_top1000
558,2016[ZnCu][idp]3[ASR]1,0.51669,16,vf_he_top1000
559,2016[Zn][crb]3[ASR]1,0.362536,9.11821,vf_he_top1000
560,2016[Zn][nan]3[ASR]2,0.323786,9.14504,vf_he_top1000
561,2016[Zn][nan]3[ASR]29,0.361369,9.69244,vf_he_top1000
562,2016[Zn][nan]3[ASR]4,0.326261,7.3117,vf_he_top1000
563,2016[Zn][nts]3[ASR]1,0.477516,16,vf_he_top1000
564,2016[Zn][sra]3[ASR]4,0.358483,8.28786,vf_he_top1000
565,2016[Zn][ssa]3[ASR]1,0.335934,10.4547,vf_he_top1000
566,2016[Zr][bct]3[ASR]1,0.474921,14.066,vf_he_top1000
567,2016[Zr][bcu]3[ASR]1,0.407172,11.9626,vf_he_top1000
568,2016[Zr][buh]3[ASR]1,0.590379,16,vf_he_top1000
569,2016[Zr][csq]3[ASR]1,0.659313,16,vf_he_top1000
570,2016[Zr][flu]3[ASR]1,0.39837,9.91728,vf_he_top1000
571,2017[Ag][sqc]2[ASR]1,0.349159,10.1011,vf_he_top1000
572,2017[Ag][sqc]3[ASR]1,0.33673,9.70201,vf_he_top1000
573,2017[Al][acs]3[ASR]1,0.376851,10.4464,vf_he_top1000
574,2017[Al][fon]3[ASR]1,0.399082,9.59853,vf_he_top1000
575,2017[Al][fon]3[ASR]2,0.397153,10.2913,vf_he_top1000
576,2017[Al][llj]3[ASR]1,0.332244,10.0085,vf_he_top1000
577,2017[Al][skl]3[ASR]1,0.346832,9.89668,vf_he_top1000
578,2017[Al][skl]3[ASR]2,0.320487,7.93242,vf_he_top1000
579,2017[Al][skl]3[ASR]3,0.325463,8.35268,vf_he_top1000
580,2017[Al][skl]3[ASR]4,0.349022,9.88897,vf_he_top1000
581,2017[Al][skl]3[ASR]5,0.350578,10.0943,vf_he_top1000
582,2017[Al][skl]3[ASR]6,0.349365,10.1245,vf_he_top1000
583,2017[Al][skl]3[ASR]7,0.339841,8.80508,vf_he_top1000
584,2017[Al][skl]3[ASR]8,0.336965,8.61356,vf_he_top1000
585,2017[Al][skl]3[ASR]9,0.33347,8.48603,vf_he_top1000
586,2017[Cd][hcb]2[ASR]2,0.316082,10.826,vf_he_top1000
587,2017[Cd][nan]2[ASR]2,0.429793,12.0859,vf_he_top1000
588,2017[Cd][nan]3[ASR]2,0.38916,12.1852,vf_he_top1000
589,2017[Cd][nan]3[ASR]3,0.38625,11.8754,vf_he_top1000
590,2017[Co][nan]3[ASR]13,0.314637,14.2951,vf_he_top1000
591,2017[Co][nan]3[ASR]14,0.346667,11.0111,vf_he_top1000
592,2017[Co][nan]3[ASR]15,0.360048,11.0909,vf_he_top1000
593,2017[Co][nan]3[ASR]20,0.354667,11.4471,vf_he_top1000
594,2017[Co][nan]3[ASR]22,0.362584,11.1742,vf_he_top1000
595,2017[Co][nan]3[ASR]23,0.352889,11.4774,vf_he_top1000
596,2017[Co][nan]3[ASR]6,0.358222,11.6277,vf_he_top1000
597,2017[Co][nan]3[ASR]7,0.36175,11.3407,vf_he_top1000
598,2017[Co][nan]3[ASR]8,0.352889,11.4774,vf_he_top1000
599,2017[Co][scu]3[ASR]1,0.342369,10.6831,vf_he_top1000
600,2017[Co][tfz]3[ASR]1,0.383048,9.97364,vf_he_top1000
601,2017[Co][tfz]3[ASR]2,0.349116,9.18486,vf_he_top1000
602,2017[CuMoMn][sql]2[ASR]1,0.49196,10.2188,vf_he_top1000
603,2017[Cu][fjh]3[ASR]1,0.497398,10.9993,vf_he_top1000
604,2017[Cu][fog]3[ASR]1,0.472571,14.9883,vf_he_top1000
605,2017[Cu][nan]3[ASR]14,0.461609,14.5609,vf_he_top1000
606,2017[Cu][nan]3[ASR]15,0.392288,14.7539,vf_he_top1000
607,2017[Cu][nan]3[ASR]7,0.392288,14.7539,vf_he_top1000
608,2017[Cu][nan]3[FSR]7,0.340278,14.7539,vf_he_top1000
609,2017[Cu][nbo]3[ASR]1,0.345461,10.7875,vf_he_top1000
610,2017[Cu][nbo]3[ASR]2,0.363052,10.5044,vf_he_top1000
611,2017[Cu][nbo]3[ASR]3,0.329003,10.9682,vf_he_top1000
612,2017[Cu][nbo]3[ASR]4,0.343518,10.6735,vf_he_top1000
613,2017[Cu][nbo]3[ASR]5,0.419889,10.5296,vf_he_top1000
614,2017[Cu][nbo]3[ASR]6,0.320985,10.8248,vf_he_top1000
615,2017[Cu][pto]3[ASR]1,0.543515,16,vf_he_top1000
616,2017[Cu][scu]3[ASR]2,0.411768,13.261,vf_he_top1000
617,2017[Cu][scu]3[ASR]3,0.408376,12.7068,vf_he_top1000
618,2017[Er][nan]3[ASR]1,0.351158,10.1015,vf_he_top1000
619,2017[Er][nan]3[ASR]2,0.351158,10.1015,vf_he_top1000
620,2017[Fe][fmz]3[ASR]1,0.452305,13.8877,vf_he_top1000
621,2017[Fe][kag]3[ASR]1,0.320312,14.1581,vf_he_top1000
622,2017[IrHf][she]3[ASR]1,0.612915,16,vf_he_top1000
623,2017[NiCo][qtz]3[ASR]1,0.36709,14.6416,vf_he_top1000
624,2017[Ni][nan]3[ASR]1,0.317272,11.4056,vf_he_top1000
625,2017[Th][bcu]3[ASR]1,0.504611,14.5993,vf_he_top1000
626,2017[Th][bcu]3[FSR]1,0.457025,13.0615,vf_he_top1000
627,2017[Tm][nan]3[ASR]1,0.346612,9.91347,vf_he_top1000
628,2017[Tm][nan]3[ASR]2,0.346612,9.91347,vf_he_top1000
629,2017[U][bcu]3[ASR]1,0.480159,14.0046,vf_he_top1000
630,2017[Zn][etd]3[ASR]1,0.55241,13.931,vf_he_top1000
631,2017[Zn][lon]3[ASR]2,0.326532,7.37594,vf_he_top1000
632,2017[Zn][lvt]3[ASR]1,0.344048,8.39716,vf_he_top1000
633,2017[Zn][muo]3[ASR]1,0.660048,16,vf_he_top1000
634,2017[Zn][nan]3[ASR]12,0.511413,16,vf_he_top1000
635,2017[Zn][nan]3[ASR]13,0.528274,16,vf_he_top1000
636,2017[Zn][nan]3[ASR]16,0.575299,16,vf_he_top1000
637,2017[Zn][nan]3[ASR]17,0.442397,12.1403,vf_he_top1000
638,2017[Zn][nan]3[ASR]2,0.575299,16,vf_he_top1000
639,2017[Zn][nan]3[ASR]24,0.393375,8.17176,vf_he_top1000
640,2017[Zn][nan]3[ASR]26,0.319437,9.69116,vf_he_top1000
641,2017[Zn][nan]3[ASR]3,0.442397,12.1403,vf_he_top1000
642,2017[Zn][nan]3[ASR]30,0.344391,8.18584,vf_he_top1000
643,2017[Zn][nan]3[ASR]6,0.502222,16,vf_he_top1000
644,2017[Zn][pcu]3[ASR]20,0.399686,10.639,vf_he_top1000
645,2017[Zn][pcu]3[ASR]21,0.333333,9.10523,vf_he_top1000
646,2017[Zn][sql]2[ASR]1,0.38341,10.1375,vf_he_top1000
647,2017[Zr][bcu]3[ASR]1,0.34747,10.458,vf_he_top1000
648,2017[Zr][bcu]3[ASR]2,0.439669,14.2663,vf_he_top1000
649,2017[Zr][csq]3[ASR]1,0.605517,16,vf_he_top1000
650,2017[Zr][csq]3[ASR]2,0.615297,16,vf_he_top1000
651,2017[Zr][csq]3[ASR]3,0.602224,16,vf_he_top1000
652,2017[Zr][csq]3[ASR]4,0.616774,16,vf_he_top1000
653,2017[Zr][csq]3[FSR]1,0.573127,16,vf_he_top1000
654,2017[Zr][csq]3[FSR]2,0.584657,16,vf_he_top1000
655,2017[Zr][csq]3[FSR]3,0.56995,16,vf_he_top1000
656,2017[Zr][csq]3[FSR]4,0.581777,16,vf_he_top1000
657,2017[Zr][fcu]3[ASR]1,0.456247,16,vf_he_top1000
658,2017[Zr][flu]3[ASR]1,0.49715,13.0933,vf_he_top1000
659,2017[Zr][flu]3[ASR]2,0.425926,9.96587,vf_he_top1000
660,2017[Zr][hbr]3[ASR]1,0.501617,16,vf_he_top1000
661,2017[Zr][nan]3[ASR]1,0.370192,11.4552,vf_he_top1000
662,2017[Zr][nan]3[ASR]2,0.422981,13.9054,vf_he_top1000
663,2017[Zr][scu]3[ASR]1,0.42356,10.9031,vf_he_top1000
664,2017[Zr][scu]3[ASR]2,0.355926,9.60391,vf_he_top1000
665,2017[Zr][scu]3[ASR]3,0.466926,12.0361,vf_he_top1000
666,2017[Zr][scu]3[ASR]4,0.456058,12.629,vf_he_top1000
667,2017[Zr][scu]3[ASR]5,0.469768,13.5033,vf_he_top1000
668,2017[Zr][scu]3[ASR]6,0.37542,11.0945,vf_he_top1000
669,2018[Cd][nan]3[ASR]3,0.333479,11.2916,vf_he_top1000
670,2018[CeZn][she]3[ASR]1,0.580881,16,vf_he_top1000
671,2018[Ce][csq]3[ASR]1,0.524274,16,vf_he_top1000
672,2018[Ce][scu]3[ASR]1,0.427853,11.9748,vf_he_top1000
673,2018[CoFe][nan]3[ASR]1,0.58923,15.0022,vf_he_top1000
674,2018[Co][nan]3[ASR]12,0.350099,11.5755,vf_he_top1000
675,2018[Co][nan]3[ASR]3,0.344889,10.9944,vf_he_top1000
676,2018[Co][nan]3[ASR]4,0.349333,11.1336,vf_he_top1000
677,2018[Co][nan]3[ASR]5,0.349333,11.1332,vf_he_top1000
