# Uniform random sample for the Figure 4 interim plan. seed=20260903; population = 9,167 coordinate-distinct groups of the frozen 12,499 (benchmark/frozen/coord_keys.json); representative = lexicographically first coreid in each group; draw = python random.Random(20260903).sample(sorted(reps), 1500). RECORDED BEFORE ANY RUN. Skip this line.
n,structure_id
660,2014[Ni][nan]3[FSR]2
661,2014[Ni][nan]3[FSR]4
662,2014[Sc][nan]3[ASR]9
663,2014[Tb][nan]3[ASR]1
664,2014[Tb][nan]3[ASR]2
665,2014[Tb][nan]3[ASR]3
666,2014[Tb][nan]3[ION]1
667,2014[U][nan]3[FSR]2
668,2014[YbCu][nan]3[FSR]1
669,2014[ZnMo][pcu]3[FSR]2
670,2014[Zn][cds]3[ASR]1
671,2014[Zn][dia]3[ASR]7
672,2014[Zn][nan]3[ASR]16
673,2014[Zn][nan]3[ASR]17
674,2014[Zn][nan]3[ASR]26
675,2014[Zn][nan]3[ASR]3
676,2014[Zn][nan]3[ASR]32
677,2014[Zn][nan]3[ION]1
678,2014[Zn][nou]3[ASR]1
679,2014[Zn][pcu]3[ASR]14
680,2014[Zn][pcu]3[ASR]19
681,2014[Zn][pts]3[ASR]1
682,2014[Zn][rtl]3[ASR]2
683,2014[Zn][sql]2[ION]1
684,2014[Zn][srs]3[ASR]2
685,2014[Zn][ths]3[ASR]3
686,2014[Zn][unj]3[ASR]1
687,2015[AgGd][nan]3[ASR]1
688,2015[Ag][nbo]3[ION]6
689,2015[Ca][sql]2[ION]1
690,2015[Cd][dia]3[ASR]1
691,2015[Cd][lvt]3[ASR]1
692,2015[Cd][nan]2[ASR]1
693,2015[Cd][nan]3[ASR]11
694,2015[Cd][nan]3[ASR]14
695,2015[Cd][nan]3[ASR]16
696,2015[Cd][nan]3[ASR]22
697,2015[Cd][nan]3[ASR]27
698,2015[Cd][nan]3[ASR]28
699,2015[Cd][nan]3[ASR]5
700,2015[Cd][pcu]3[ASR]3
701,2015[Cd][pts]3[ASR]1
702,2015[Cd][sql]2[ASR]2
703,2015[Cd][tcs]3[ASR]1
704,2015[CoV][nan]3[ASR]1
705,2015[Co][bnn]3[ION]4
706,2015[Co][nan]3[ASR]2
707,2015[Co][nan]3[ASR]9
708,2015[CrMn][noa]3[FSR]1
709,2015[CuCe][srs]3[FSR]1
710,2015[Cu][bcu]3[ASR]3
711,2015[Cu][hcb]2[ASR]1
712,2015[Cu][nan]3[ASR]12
713,2015[Cu][nan]3[ASR]13
714,2015[Cu][nan]3[ASR]24
715,2015[Cu][nan]3[ASR]25
716,2015[Cu][nan]3[ASR]3
717,2015[Cu][nan]3[ASR]7
718,2015[Cu][nan]3[FSR]2
719,2015[Cu][pcu]3[ASR]3
720,2015[Cu][rob]3[ASR]2
721,2015[Dy][nan]3[FSR]1
722,2015[ErCo][hcb]2[FSR]1
723,2015[EuTb][nan]3[ASR]2
724,2015[EuTb][nan]3[ASR]3
725,2015[Eu][nan]3[ASR]9
726,2015[Eu][nan]3[FSR]1
727,2015[Eu][sra]3[ASR]3
728,2015[Fe][nan]3[ASR]1
729,2015[Fe][pts]3[ASR]4
730,2015[HoCu][jaj]3[ASR]1
731,2015[Ho][rob]3[ASR]1
732,2015[In][nan]3[ION]1
733,2015[La][nan]3[ASR]7
734,2015[La][nan]3[FSR]2
735,2015[Mg][dia]3[ASR]1
736,2015[Mg][nan]3[ASR]10
737,2015[Mg][nan]3[ASR]3
738,2015[Mg][nan]3[ASR]4
739,2015[Mg][nan]3[ASR]9
740,2015[Mn][lvt]3[ASR]1
741,2015[Mn][nan]3[ASR]11
742,2015[Mn][nan]3[ASR]14
743,2015[Mn][nan]3[ASR]9
744,2015[Mn][tfz]3[ASR]1
745,2015[Nd][nan]3[ASR]1
746,2015[Nd][nan]3[ASR]2
747,2015[Nd][nan]3[ASR]3
748,2015[Ni][bpq]3[ASR]1
749,2015[Ni][dia]3[FSR]3
750,2015[Ni][sit]3[ASR]1
751,2015[Pr][hcb]2[FSR]1
752,2015[Pr][nan]3[FSR]1
753,2015[TbZn][nan]3[FSR]2
754,2015[Tb][nan]3[ASR]12
755,2015[Tb][nan]3[ASR]13
756,2015[Tb][nan]3[ASR]5
757,2015[Tb][sra]3[ASR]4
758,2015[Th][flu]3[ASR]1
759,2015[Th][flu]3[FSR]1
760,2015[TmCo][hcb]2[FSR]1
761,2015[U][nan]3[ASR]9
762,2015[U][nan]3[FSR]9
763,2015[Yb][nan]3[ASR]2
764,2015[ZnCo][sab]3[ASR]1
765,2015[ZnEu][nan]3[ASR]1
766,2015[ZnTb][nan]3[ASR]1
767,2015[Zn][dia]3[ASR]6
768,2015[Zn][dmc]3[ASR]1
769,2015[Zn][eta]3[ASR]2
770,2015[Zn][nan]3[ASR]14
771,2015[Zn][nan]3[ASR]29
772,2015[Zn][nan]3[ASR]42
773,2015[Zn][nan]3[FSR]22
774,2015[Zn][nan]3[ION]1
775,2015[Zn][nbo]3[ASR]4
776,2015[Zn][rtl]3[ASR]2
777,2015[Zn][sql]2[FSR]4
778,2015[Zn][sra]3[ASR]2
779,2015[Zn][ths]3[ASR]1
780,2015[Zr][fcu]3[ASR]1
781,2016[Ag][dia]3[ION]2
782,2016[Ag][nan]3[ASR]8
783,2016[Ag][nan]3[ASR]9
784,2016[Cd][bcu]3[ASR]1
785,2016[Cd][flu]3[ION]1
786,2016[Cd][fsc]3[ASR]1
787,2016[Cd][nan]3[ASR]21
788,2016[Cd][nan]3[ASR]25
789,2016[Cd][nan]3[ASR]30
790,2016[Cd][nan]3[ASR]7
791,2016[Cd][nan]3[FSR]34
792,2016[Cd][nan]3[FSR]35
793,2016[Cd][pts]3[ION]1
794,2016[Cd][sql]2[ION]1
795,2016[CeCu][nan]3[ASR]1
796,2016[Co][bbf]3[ASR]1
797,2016[Co][nan]3[ASR]13
798,2016[Co][nan]3[ASR]24
799,2016[Co][nan]3[ASR]25
800,2016[Co][nan]3[FSR]25
801,2016[Co][pts]3[ASR]6
802,2016[Co][sql]2[ASR]11
803,2016[Co][sql]2[ASR]14
804,2016[Co][sql]2[ASR]19
805,2016[Co][sql]2[ASR]21
806,2016[Co][sql]2[ASR]6
807,2016[Co][sql]2[FSR]15
808,2016[Co][sql]2[FSR]16
809,2016[Co][sql]2[FSR]19
810,2016[Co][sql]2[FSR]21
811,2016[Co][sql]2[FSR]5
812,2016[Co][sql]2[FSR]9
813,2016[Co][tbo]3[FSR]1
814,2016[CuCe][nan]3[FSR]1
815,2016[CuEu][nan]3[ASR]1
816,2016[CuGd][nan]3[ASR]1
817,2016[CuSi][pcu]2[ASR]1
818,2016[CuU][nan]3[ASR]1
819,2016[Cu][ant]3[ASR]1
820,2016[Cu][fsc]3[ASR]1
821,2016[Cu][mmm]3[ASR]2
822,2016[Cu][nan]3[ASR]2
823,2016[Cu][nbo]3[ASR]19
824,2016[Cu][nbo]3[ASR]30
825,2016[Cu][nbo]3[ASR]39
826,2016[Cu][nbo]3[ASR]4
827,2016[Cu][nbo]3[ASR]40
828,2016[Cu][nbo]3[ASR]48
829,2016[Cu][nbo]3[ASR]8
830,2016[Cu][pyr]3[ASR]1
831,2016[Cu][sqc]3[ASR]1
832,2016[Cu][sql]2[ASR]2
833,2016[Cu][tbo]3[ASR]4
834,2016[Cu][tfw]2[ASR]2
835,2016[Cu][ubo]3[ASR]1
836,2016[Dy][dia]3[ASR]1
837,2016[Dy][dia]3[FSR]1
838,2016[Dy][nan]3[ASR]4
839,2016[Dy][pcu]3[ASR]3
840,2016[Eu][ant]3[ASR]1
841,2016[Eu][kgd]2[ASR]1
842,2016[Eu][nan]3[ASR]6
843,2016[Eu][nan]3[ASR]9
844,2016[FeAu][fsc]3[ASR]1
845,2016[Fe][acs]3[FSR]1
846,2016[Fe][hcb]2[ASR]1
847,2016[Ga][nan]3[ASR]2
848,2016[Ga][nan]3[ASR]3
849,2016[Ga][nan]3[ASR]4
850,2016[Gd][dia]3[ASR]1
851,2016[Gd][nan]3[ASR]1
852,2016[In][nan]3[ASR]12
853,2016[In][unc]3[ASR]2
854,2016[La][sql]2[ASR]1
855,2016[Lu][mog]3[ASR]1
856,2016[Lu][mog]3[FSR]1
857,2016[Mg][hms]3[ASR]1
858,2016[Mn][acs]3[ASR]1
859,2016[Mn][flu]3[ASR]1
860,2016[Mn][nan]3[FSR]2
861,2016[Mn][tbo]3[ASR]1
862,2016[Ni][acs]3[ASR]1
863,2016[Ni][dia]3[ASR]4
864,2016[Ni][neb]3[ASR]3
865,2016[Ni][sit]3[ASR]1
866,2016[Pr][pcu]3[ASR]2
867,2016[SbAg][lvt]3[ION]1
868,2016[Sm][nan]3[ASR]3
869,2016[Tb][ant]3[ASR]2
870,2016[Th][gfy]3[ASR]1
871,2016[Th][gfy]3[FSR]1
872,2016[Th][nan]3[ASR]1
873,2016[Ti][srs]3[ASR]1
874,2016[USi][ths]3[ASR]1
875,2016[USi][ths]3[FSR]1
876,2016[Zn][bpq]3[ASR]3
877,2016[Zn][hcb]2[ASR]1
878,2016[Zn][ins]3[ASR]1
879,2016[Zn][nan]3[ASR]16
880,2016[Zn][nan]3[ASR]18
881,2016[Zn][nan]3[ASR]7
882,2016[Zn][nts]3[ASR]1
883,2016[Zn][rtl]3[ION]1
884,2016[Zn][sab]3[ASR]1
885,2016[Zn][sql]2[ASR]1
886,2016[Zn][sra]3[ASR]2
887,2016[Zn][ths]3[ASR]1
888,2016[Zn][ths]3[ASR]11
889,2016[Zn][ths]3[ASR]3
890,2016[Zn][ths]3[ASR]6
891,2016[Zr][bct]3[ASR]1
892,2017[Ag][hcb]2[ASR]14
893,2017[Ag][hcb]2[ASR]16
894,2017[Ag][hcb]2[ASR]7
895,2017[Ag][hcb]2[ASR]9
896,2017[Ag][hcb]2[FSR]10
897,2017[Ag][hcb]2[FSR]7
898,2017[Ag][hcb]2[ION]2
899,2017[Ag][hcb]2[ION]4
900,2017[Ag][nan]2[ION]3
901,2017[Ag][sqc]2[ASR]1
902,2017[Ag][srs]3[ION]21
903,2017[Ag][srs]3[ION]23
904,2017[Ag][srs]3[ION]31
905,2017[Ag][srs]3[ION]38
906,2017[Ag][srs]3[ION]5
907,2017[Ag][srs]3[ION]6
908,2017[Al][skl]3[ASR]3
909,2017[CdK][bcu]3[ION]1
910,2017[Cd][hcb]2[ASR]1
911,2017[Cd][kgd]2[FSR]3
912,2017[Cd][nan]3[ASR]10
913,2017[Cd][nan]3[ASR]4
914,2017[Cd][nan]3[ION]1
915,2017[Cd][sql]2[ASR]14
916,2017[Cd][sql]2[ASR]6
917,2017[Cd][sql]2[FSR]11
918,2017[Cd][sra]3[FSR]2
919,2017[Cd][tav]3[ASR]1
920,2017[Ce][pts]3[ASR]1
921,2017[CoCr][pcu]3[ASR]1
922,2017[CoFe][nan]2[ASR]1
923,2017[Co][afw]3[ASR]1
924,2017[Co][bnn]3[ASR]3
925,2017[Co][bnn]3[ASR]4
926,2017[Co][bnn]3[ION]5
927,2017[Co][hex]3[ASR]1
928,2017[Co][lvt]3[ASR]1
929,2017[Co][nan]2[ASR]3
930,2017[Co][nan]3[ASR]1
931,2017[Co][nan]3[ASR]20
932,2017[Co][nan]3[ASR]8
933,2017[Co][pcu]2[ASR]10
934,2017[Co][pcu]2[ASR]5
935,2017[Co][pcu]2[ASR]8
936,2017[Co][sql]2[ASR]10
937,2017[Co][sql]2[ASR]7
938,2017[Co][sql]2[FSR]2
939,2017[CuEr][nan]3[ASR]1
940,2017[CuNd][nan]3[FSR]1
941,2017[Cu][cds]3[ASR]1
942,2017[Cu][hcb]2[ASR]2
943,2017[Cu][hcb]2[ASR]5
944,2017[Cu][nan]2[ASR]1
945,2017[Cu][nan]3[ASR]10
946,2017[Cu][nan]3[ASR]14
947,2017[Cu][nan]3[ASR]4
948,2017[Cu][nan]3[ASR]6
949,2017[Cu][nbo]3[ASR]4
950,2017[Cu][pto]3[ASR]1
951,2017[Cu][pts]3[ASR]1
952,2017[Cu][pts]3[ASR]2
953,2017[Cu][pts]3[FSR]1
954,2017[Cu][rob]3[ASR]3
955,2017[Cu][rob]3[ASR]9
956,2017[Cu][sql]2[ASR]2
957,2017[Cu][sql]2[ASR]3
958,2017[Cu][ths]3[ASR]1
959,2017[DyCu][nan]3[ASR]1
960,2017[Eu][dia]3[FSR]1
961,2017[Eu][mog]3[ASR]1
962,2017[Eu][mog]3[FSR]1
963,2017[Eu][nan]2[ASR]1
964,2017[Eu][nan]2[ASR]2
965,2017[Eu][nan]3[ASR]2
966,2017[Eu][nan]3[ASR]9
967,2017[FeNi][hcb]2[FSR]1
968,2017[Fe][kag]3[ASR]1
969,2017[Gd][kgd]2[ASR]1
970,2017[In][nan]2[ASR]1
971,2017[In][nan]2[FSR]2
972,2017[In][pts]3[ASR]2
973,2017[IrHf][she]3[ASR]1
974,2017[La][nan]2[ASR]2
975,2017[La][nan]3[FSR]3
976,2017[Mg][nan]3[ASR]1
977,2017[Mn][hxl]2[ASR]1
978,2017[Mn][kgm]2[ASR]1
979,2017[Mn][nan]3[ASR]8
980,2017[Mn][sql]2[ASR]1
981,2017[Nd][kgd]2[ASR]1
982,2017[Nd][nan]3[ASR]3
983,2017[Nd][nan]3[FSR]6
984,2017[Ni][hcb]2[FSR]1
985,2017[Ni][sqc]3[ASR]1
986,2017[Ni][sqc]3[ASR]2
987,2017[Ni][sql]2[ASR]2
988,2017[Pr][mog]3[FSR]1
989,2017[Sc][nan]3[ASR]1
990,2017[TbCu][nan]3[FSR]2
991,2017[Tb][nan]3[FSR]4
992,2017[Tm][nan]3[ASR]1
993,2017[U][nan]3[FSR]2
994,2017[ZnMnMo][sql]2[FSR]1
995,2017[ZnSi][sql]2[ASR]1
996,2017[Zn][dia]3[ASR]3
997,2017[Zn][dia]3[ION]1
998,2017[Zn][hcb]2[ASR]3
999,2017[Zn][hcb]2[ASR]4
1000,2017[Zn][kgd]2[ASR]1
1001,2017[Zn][nan]3[ASR]1
1002,2017[Zn][nan]3[ASR]6
1003,2017[Zn][nan]3[FSR]10
1004,2017[Zn][nan]3[FSR]2
1005,2017[Zn][nan]3[FSR]3
1006,2017[Zn][nbo]3[ASR]2
1007,2017[Zn][pcu]3[ASR]10
1008,2017[Zn][pcu]3[ASR]14
1009,2017[Zn][pcu]3[ASR]19
1010,2017[Zn][pcu]3[FSR]6
1011,2017[Zn][sit]3[ASR]1
1012,2017[Zn][sql]2[ASR]1
1013,2017[Zn][sql]2[ASR]18
1014,2017[Zn][sql]2[ASR]7
1015,2017[Zn][sql]2[ASR]8
1016,2017[Zn][unc]3[ASR]2
1017,2017[Zr][csq]3[ASR]4
1018,2018[Ag][hcb]2[FSR]1
1019,2018[Ag][sql]2[ASR]5
1020,2018[Al][nan]3[ASR]4
1021,2018[Cd][kgd]2[ASR]3
1022,2018[Cd][nan]3[ASR]11
1023,2018[Cd][nan]3[ASR]12
1024,2018[Cd][nan]3[ASR]17
1025,2018[Cd][nan]3[ASR]6
1026,2018[Cd][nan]3[ASR]9
1027,2018[Cd][pcu]3[ASR]2
1028,2018[Cd][sql]2[ASR]1
1029,2018[Cd][sql]2[ASR]4
1030,2018[Ce][nan]3[ASR]1
1031,2018[CoAg][pts]3[ASR]1
1032,2018[Co][flu]3[ASR]4
1033,2018[Co][kgd]2[ASR]1
1034,2018[Co][nan]3[ASR]13
1035,2018[Co][nan]3[ASR]5
1036,2018[Co][nan]3[ASR]9
1037,2018[Co][sql]2[ASR]1
1038,2018[Cr][tbo]3[ASR]1
1039,2018[Cu][kgm]2[ASR]2
1040,2018[Cu][nan]2[ASR]1
1041,2018[Cu][nan]3[ASR]14
1042,2018[Cu][nan]3[ASR]2
1043,2018[Cu][nan]3[ASR]5
1044,2018[Cu][sit]3[ASR]1
1045,2018[Cu][sql]2[ASR]1
1046,2018[Cu][ths]3[ION]2
1047,2018[Dy][kgd]2[ION]1
1048,2018[Dy][rtl]3[FSR]1
1049,2018[Er][nan]3[ASR]1
1050,2018[Er][nan]3[ASR]3
1051,2018[Eu][nan]3[FSR]5
1052,2018[Eu][nan]3[ION]1
1053,2018[Eu][sqc]3[ASR]1
1054,2018[Fe][sql]2[ASR]1
1055,2018[Gd][nan]3[ASR]4
1056,2018[Gd][rtl]3[ASR]1
1057,2018[Gd][sqc]3[ASR]1
1058,2018[La][nan]2[ION]1
1059,2018[La][nan]3[FSR]1
1060,2018[Nd][rtl]3[ASR]1
1061,2018[NiCo][scu]3[ASR]1
1062,2018[Pr][nan]3[ASR]1
1063,2018[Sm][rtl]3[ASR]1
1064,2018[Tb][bnn]3[ASR]1
1065,2018[Tb][flu]3[ASR]1
1066,2018[Tb][kgd]2[ION]1
1067,2018[Tb][nan]2[ASR]1
1068,2018[Tb][rtl]3[FSR]1
1069,2018[U][nan]3[FSR]1
1070,2018[U][sql]2[FSR]1
1071,2018[Yb][fcu]3[ASR]1
1072,2018[Yb][nan]3[ASR]1
1073,2018[ZnCd][nan]2[ASR]1
1074,2018[Zn][bcu]3[ASR]1
1075,2018[Zn][hcb]2[ASR]1
1076,2018[Zn][hxl]2[FSR]1
1077,2018[Zn][nan]3[ASR]2
1078,2018[Zn][sql]2[ASR]11
1079,2018[Zn][sql]2[ASR]15
1080,2018[Zn][sql]2[ASR]16
1081,2018[Zn][sql]2[ASR]23
1082,2018[Zn][sql]2[ASR]5
1083,2018[Zn][sql]2[ASR]9
1084,2018[Zn][sql]2[ION]1
1085,2018[Zr][nan]3[ASR]4
1086,2018[Zr][nan]3[ASR]5
1087,2018[Zr][pcu]3[ASR]7
1088,2019[Ag][nan]2[ION]3
1089,2019[Ag][nan]3[ASR]1
1090,2019[Ag][sra]3[ION]2
1091,2019[Al][bpq]3[ASR]3
1092,2019[Al][fon]3[ASR]2
1093,2019[Cd][ant]3[ASR]1
1094,2019[Cd][cem]2[ASR]1
1095,2019[Cd][cem]2[ASR]2
1096,2019[Cd][hcb]2[ASR]4
1097,2019[Cd][kgd]2[ION]1
1098,2019[Cd][nan]2[ASR]1
1099,2019[Cd][nan]3[ASR]11
1100,2019[Cd][nan]3[ASR]12
1101,2019[Cd][nan]3[ASR]6
1102,2019[Cd][qtz]2[ASR]1
1103,2019[Cd][roa]3[ASR]1
1104,2019[Cd][rtl]3[ASR]1
1105,2019[Cd][sqc]3[ASR]1
1106,2019[Cd][sql]2[ASR]3
1107,2019[Cd][tfz]3[ASR]2
1108,2019[Cd][tfz]3[ASR]3
1109,2019[Ce][scu]3[FSR]1
1110,2019[Co][dag]3[ASR]1
1111,2019[Co][hcb]2[ASR]1
1112,2019[Co][hcb]2[FSR]1
1113,2019[Co][hex]3[ASR]1
1114,2019[Co][hex]3[ASR]2
1115,2019[Co][nan]3[ASR]15
1116,2019[Co][nan]3[ASR]3
1117,2019[Co][pcu]3[ASR]1
1118,2019[Co][pcu]3[ASR]2
1119,2019[Co][pcu]3[ASR]4
1120,2019[Co][pcu]3[ASR]5
1121,2019[Co][pcu]3[ASR]7
1122,2019[Co][rtl]3[ASR]1
1123,2019[Co][sql]2[ASR]4
1124,2019[Co][stp]3[ASR]1
1125,2019[CrZr][csq]3[ASR]1
1126,2019[Cu][lcv]3[ASR]1
1127,2019[Cu][lcv]3[FSR]2
1128,2019[Cu][nan]3[ASR]1
1129,2019[Cu][nan]3[FSR]5
1130,2019[Cu][nbo]3[ASR]2
1131,2019[Cu][pts]3[ASR]2
1132,2019[Cu][rtl]3[ASR]2
1133,2019[Cu][sql]2[ASR]9
1134,2019[Dy][sql]2[FSR]3
1135,2019[Eu][flu]3[ION]1
1136,2019[Eu][kgd]2[ASR]1
1137,2019[Eu][nan]3[ASR]2
1138,2019[Eu][nan]3[ASR]3
1139,2019[Eu][sql]2[ASR]1
1140,2019[Eu][sql]2[ASR]2
1141,2019[Eu][tcs]3[ASR]1
1142,2019[Fe][acs]3[ASR]1
1143,2019[Fe][ant]3[ASR]1
1144,2019[Gd][kgd]2[ASR]1
1145,2019[InCu][nbo]3[ASR]1
1146,2019[In][bpq]3[ASR]2
1147,2019[In][mmt]3[ASR]1
1148,2019[La][kgd]2[ASR]1
1149,2019[La][nan]3[ASR]5
1150,2019[Mg][sql]2[FSR]1
1151,2019[Mn][fsc]3[ASR]1
1152,2019[Mn][srs]3[ASR]1
1153,2019[Nd][flu]3[ASR]1
1154,2019[Nd][kgd]2[FSR]1
1155,2019[Ni][nan]3[FSR]3
1156,2019[Ni][pcu]3[ASR]1
1157,2019[Pr][nan]3[ASR]2
1158,2019[Sm][hcb]2[ION]1
1159,2019[Sm][kgd]2[ASR]1
1160,2019[Sm][nan]3[ION]1
1161,2019[Sm][sqc]3[ASR]1
1162,2019[Tb][nan]3[FSR]3
1163,2019[Th][bcu]3[ASR]1
1164,2019[U][pts]3[FSR]1
1165,2019[V][nan]3[ASR]3
1166,2019[V][nan]3[ASR]4
1167,2019[Yb][nan]2[ASR]2
1168,2019[Yb][sql]2[ASR]1
1169,2019[Zn][ant]3[ASR]1
1170,2019[Zn][bbf]3[ASR]1
1171,2019[Zn][bcg]3[ASR]1
1172,2019[Zn][dmc]3[ASR]1
1173,2019[Zn][hcb]2[ASR]1
1174,2019[Zn][hcb]2[ASR]3
1175,2019[Zn][hcb]2[ASR]5
1176,2019[Zn][hcb]2[FSR]1
1177,2019[Zn][lvt]3[ASR]1
1178,2019[Zn][nan]2[ASR]2
1179,2019[Zn][nan]2[ASR]5
1180,2019[Zn][nan]3[ASR]12
1181,2019[Zn][nan]3[ASR]4
1182,2019[Zn][pcu]3[ASR]2
1183,2019[Zn][pts]3[ASR]2
1184,2019[Zn][pts]3[ASR]3
1185,2019[Zn][pyr]3[ASR]1
1186,2019[Zn][raa]3[ASR]3
1187,2019[Zn][sab]3[ASR]1
1188,2019[Zn][sit]3[ASR]1
1189,2019[Zn][sql]2[ASR]1
1190,2019[Zn][sql]2[ASR]10
1191,2019[Zn][sql]2[ASR]12
1192,2019[Zn][sql]2[ASR]5
1193,2019[Zn][sql]2[ASR]7
1194,2019[Zn][sql]2[ASR]8
1195,2019[Zn][tfw]3[ASR]1
1196,2019[Zr][flu]3[ASR]3
1197,2020[AlFe][rna]3[ASR]1
1198,2020[Al][nan]3[ASR]3
1199,2020[Bi][sql]2[ION]1
1200,2020[CdEu][nan]3[FSR]1
1201,2020[Cd][ant]3[FSR]1
1202,2020[Cd][hcb]2[ASR]4
1203,2020[Cd][hcb]2[FSR]4
1204,2020[Cd][nan]3[ASR]3
1205,2020[Cd][nan]3[ASR]7
1206,2020[Cd][nan]3[FSR]4
1207,2020[Cd][rtl]3[ION]1
1208,2020[Cd][sql]2[ASR]7
1209,2020[Cd][sql]2[ASR]9
1210,2020[Co][llz]3[ASR]1
1211,2020[Co][nan]2[ASR]6
1212,2020[Co][nan]3[ASR]10
1213,2020[Co][nan]3[ASR]24
1214,2020[Co][nan]3[ASR]8
1215,2020[Co][nan]3[ASR]9
1216,2020[Co][nbo]3[ASR]1
1217,2020[Co][sql]2[ASR]4
1218,2020[Co][sql]2[FSR]6
1219,2020[CuDy][nan]3[FSR]2
1220,2020[CuGe][sql]2[ASR]3
1221,2020[CuNb][sql]2[FSR]3
1222,2020[CuSi][pcu]2[ASR]2
1223,2020[Cu][dia]3[ASR]2
1224,2020[Cu][eea]3[ASR]1
1225,2020[Cu][nan]2[ASR]1
1226,2020[Cu][nan]2[ASR]7
1227,2020[Cu][nan]3[FSR]6
1228,2020[Cu][pcu]3[ASR]3
1229,2020[Cu][pts]3[ASR]1
1230,2020[Cu][pyr]3[ASR]1
1231,2020[Cu][sql]2[ASR]1
1232,2020[Cu][sql]2[ASR]18
1233,2020[Cu][sql]2[ASR]5
1234,2020[Cu][sql]2[FSR]15
1235,2020[Cu][tbo]3[ASR]2
1236,2020[Cu][tbo]3[ASR]6
1237,2020[Dy][nan]3[FSR]1
1238,2020[Eu][nan]2[FSR]1
1239,2020[FeIn][rna]3[FSR]1
1240,2020[Fe][nan]3[ASR]1
1241,2020[Fe][nan]3[ASR]4
1242,2020[Fe][nan]3[FSR]1
1243,2020[Fe][nuc]3[ASR]1
1244,2020[Gd][esg]3[ASR]1
1245,2020[Gd][esg]3[FSR]2
1246,2020[Hf][flu]3[ASR]1
1247,2020[La][pts]3[FSR]1
1248,2020[La][tfz]3[ASR]1
1249,2020[Mg][nan]3[ASR]8
1250,2020[Mn][cds]3[ASR]1
1251,2020[Mn][nan]3[ASR]3
1252,2020[Mn][sql]2[ASR]2
1253,2020[Nd][nan]3[FSR]2
1254,2020[NiMn][nan]3[FSR]1
1255,2020[Ni][nan]3[FSR]3
1256,2020[Ni][sql]2[ASR]1
1257,2020[Ni][sql]2[FSR]10
1258,2020[Sc][nan]3[ASR]1
1259,2020[Tb][nan]2[FSR]2
1260,2020[Tb][nan]3[ASR]5
1261,2020[Tb][nan]3[ASR]7
1262,2020[UAg][nan]3[ASR]1
1263,2020[U][hcb]2[FSR]1
1264,2020[U][hcb]2[FSR]3
1265,2020[U][nan]3[ASR]1
1266,2020[V][nan]3[ASR]3
1267,2020[YMn][nan]3[FSR]1
1268,2020[Y][mog]3[FSR]1
1269,2020[Y][nan]3[FSR]2
1270,2020[Zn][bex]2[ASR]1
1271,2020[Zn][dia]3[ASR]11
1272,2020[Zn][dia]3[ASR]6
1273,2020[Zn][fes]2[FSR]1
1274,2020[Zn][hcb]2[ASR]5
1275,2020[Zn][hcb]3[ASR]1
1276,2020[Zn][kgd]2[FSR]1
1277,2020[Zn][nan]3[ASR]10
1278,2020[Zn][nan]3[ASR]13
1279,2020[Zn][nan]3[ASR]55
1280,2020[Zn][nan]3[ASR]6
1281,2020[Zn][nan]3[ASR]65
1282,2020[Zn][nan]3[ASR]68
1283,2020[Zn][nan]3[ASR]8
1284,2020[Zn][nan]3[FSR]15
1285,2020[Zn][pcu]3[ASR]11
1286,2020[Zn][pcu]3[ASR]7
1287,2020[Zn][qtz]3[ASR]1
1288,2020[Zn][sql]2[ASR]1
1289,2020[Zn][tbo]3[ASR]1
1290,2020[Zn][tfc]3[ASR]1
1291,2020[Zn][tfz]3[ASR]1
1292,2020[Zn][tfz]3[ASR]2
1293,2020[Zr][flu]3[ASR]2
1294,2020[Zr][nan]3[ASR]1
1295,2020[Zr][scu]3[ASR]1
1296,2021[Al][nan]3[ASR]16
1297,2021[Al][nan]3[ASR]24
1298,2021[Al][nan]3[ASR]7
1299,2021[Cd][hcb]2[ASR]1
1300,2021[Cd][pts]3[FSR]1
1301,2021[Cd][sql]2[ASR]3
1302,2021[Cd][sql]2[ASR]6
1303,2021[Cd][tfz]3[ASR]1
1304,2021[Cd][tfz]3[ASR]3
1305,2021[Cd][tfz]3[FSR]4
1306,2021[Ce][kgd]2[ASR]1
1307,2021[Ce][nan]3[ASR]2
1308,2021[Co][nan]3[ASR]11
1309,2021[Co][nan]3[ASR]2
1310,2021[Co][nan]3[FSR]17
1311,2021[Co][nan]3[ION]1
1312,2021[Co][sql]2[FSR]4
1313,2021[Co][svk]3[FSR]1
1314,2021[CuMn][tfz]3[ASR]2
1315,2021[Cu][pcu]3[ASR]3
1316,2021[Cu][ssb]3[ASR]1
1317,2021[Er][fcu]3[ASR]1
1318,2021[Er][nan]3[FSR]1
1319,2021[Eu][fcu]3[FSR]1
1320,2021[Eu][nan]3[ION]1
1321,2021[FeAg][fet]2[ION]1
1322,2021[Fe][bpq]3[ASR]1
1323,2021[Hf][sqc]3[FSR]1
1324,2021[Ho][nan]3[FSR]1
1325,2021[La][sql]2[ASR]1
1326,2021[Mn][dia]3[ASR]1
1327,2021[Mn][nan]2[ASR]2
1328,2021[Mn][nan]2[FSR]2
1329,2021[Nd][kgd]2[ASR]1
1330,2021[Nd][lvt]3[ASR]1
1331,2021[Ni][nan]3[ASR]4
1332,2021[Sm][rtl]3[FSR]1
