# UNATTESTED and DERIVED. Reconstructed from RASPA output trees in the replicate workspaces on bnode0, read-only, 2026-09-03. Not an extraction from any replicate-authored record; the per-job association does not exist in one. Outside the sealed 16/16 attestation. t_submitted is RASPA's own start, NOT the PBS submit time. Skip this line.
run,job_id,t_submitted,t_completed,accuracy_tier,structure_id,structure_class,init_cycles,production_cycles,id_source,output_path
rep08,,58.432,58.583,low,s00780,,500,1000,"replicate-internal id, scheme 's' (unresolved)",rep08/runs/tri/s00780_65/Output/System_0/output_s00780_2.2.1_298.000000_6.5e+06.data
rep08,,58.819,58.872,low,s04797,,500,1000,"replicate-internal id, scheme 's' (unresolved)",rep08/runs/tri/s04797_65/Output/System_0/output_s04797_2.2.2_298.000000_6.5e+06.data
rep08,,60.951,61.013,low,s06322,,500,1000,"replicate-internal id, scheme 's' (unresolved)",rep08/runs/tri/s06322_65/Output/System_0/output_s06322_2.2.2_298.000000_6.5e+06.data
rep08,,58.829,58.864,low,s11674,,500,1000,"replicate-internal id, scheme 's' (unresolved)",rep08/runs/tri/s11674_5.8/Output/System_0/output_s11674_2.2.1_298.000000_580000.data
rep08,,59.352,59.363,low,s08328,,500,1000,"replicate-internal id, scheme 's' (unresolved)",rep08/runs/tri/s08328_5.8/Output/System_0/output_s08328_2.2.1_298.000000_580000.data
rep08,,58.089,58.162,low,s11452,,500,1000,"replicate-internal id, scheme 's' (unresolved)",rep08/runs/tri/s11452_5.8/Output/System_0/output_s11452_3.3.1_298.000000_580000.data
rep08,,59.610,59.625,low,s09000,,500,1000,"replicate-internal id, scheme 's' (unresolved)",rep08/runs/tri/s09000_5.8/Output/System_0/output_s09000_3.3.1_298.000000_580000.data
rep08,,60.408,60.516,low,s05095,,500,1000,"replicate-internal id, scheme 's' (unresolved)",rep08/runs/tri/s05095_65/Output/System_0/output_s05095_3.3.3_298.000000_6.5e+06.data
rep08,,62.680,62.788,low,s02956,,500,1000,"replicate-internal id, scheme 's' (unresolved)",rep08/runs/tri/s02956_65/Output/System_0/output_s02956_3.3.3_298.000000_6.5e+06.data
rep08,,62.958,62.998,low,s03811,,500,1000,"replicate-internal id, scheme 's' (unresolved)",rep08/runs/tri/s03811_65/Output/System_0/output_s03811_3.2.2_298.000000_6.5e+06.data
rep08,,62.790,62.906,low,s07563,,500,1000,"replicate-internal id, scheme 's' (unresolved)",rep08/runs/tri/s07563_65/Output/System_0/output_s07563_3.3.2_298.000000_6.5e+06.data
rep08,,60.733,60.745,low,s07984,,500,1000,"replicate-internal id, scheme 's' (unresolved)",rep08/runs/tri/s07984_5.8/Output/System_0/output_s07984_2.2.2_298.000000_580000.data
rep08,,23.697,23.730,low,s09493,,500,1000,"replicate-internal id, scheme 's' (unresolved)",rep08/runs/tri/s09493_5.8/Output/System_0/output_s09493_3.3.2_298.000000_580000.data
rep08,,62.199,62.214,low,s06156,,500,1000,"replicate-internal id, scheme 's' (unresolved)",rep08/runs/tri/s06156_5.8/Output/System_0/output_s06156_3.3.2_298.000000_580000.data
rep08,,63.837,63.889,low,s02604,,500,1000,"replicate-internal id, scheme 's' (unresolved)",rep08/runs/tri/s02604_5.8/Output/System_0/output_s02604_2.2.2_298.000000_580000.data
rep08,,62.870,62.912,low,s08198,,500,1000,"replicate-internal id, scheme 's' (unresolved)",rep08/runs/tri/s08198_65/Output/System_0/output_s08198_4.1.2_298.000000_6.5e+06.data
rep08,,62.542,62.563,low,s11296,,500,1000,"replicate-internal id, scheme 's' (unresolved)",rep08/runs/tri/s11296_5.8/Output/System_0/output_s11296_3.3.2_298.000000_580000.data
rep08,,64.924,64.971,low,s09036,,500,1000,"replicate-internal id, scheme 's' (unresolved)",rep08/runs/tri/s09036_5.8/Output/System_0/output_s09036_2.2.2_298.000000_580000.data
rep08,,49.747,49.937,low,s02334,,500,1000,"replicate-internal id, scheme 's' (unresolved)",rep08/runs/tri/s02334_65/Output/System_0/output_s02334_3.5.5_298.000000_6.5e+06.data
rep08,,65.346,65.391,low,s06779,,500,1000,"replicate-internal id, scheme 's' (unresolved)",rep08/runs/tri/s06779_5.8/Output/System_0/output_s06779_2.2.4_298.000000_580000.data
rep08,,65.598,65.633,low,s03458,,500,1000,"replicate-internal id, scheme 's' (unresolved)",rep08/runs/tri/s03458_5.8/Output/System_0/output_s03458_3.2.2_298.000000_580000.data
rep08,,63.696,63.797,low,s11567,,500,1000,"replicate-internal id, scheme 's' (unresolved)",rep08/runs/tri/s11567_5.8/Output/System_0/output_s11567_3.3.2_298.000000_580000.data
rep08,,64.503,64.532,low,s01273,,500,1000,"replicate-internal id, scheme 's' (unresolved)",rep08/runs/tri/s01273_65/Output/System_0/output_s01273_3.2.2_298.000000_6.5e+06.data
rep08,,64.736,64.772,low,s00856,,500,1000,"replicate-internal id, scheme 's' (unresolved)",rep08/runs/tri/s00856_5.8/Output/System_0/output_s00856_3.3.3_298.000000_580000.data
rep08,,64.331,64.362,low,s05427,,500,1000,"replicate-internal id, scheme 's' (unresolved)",rep08/runs/tri/s05427_5.8/Output/System_0/output_s05427_2.2.2_298.000000_580000.data
rep08,,67.154,67.186,low,s10029,,500,1000,"replicate-internal id, scheme 's' (unresolved)",rep08/runs/tri/s10029_5.8/Output/System_0/output_s10029_2.2.1_298.000000_580000.data
rep08,,67.290,67.343,low,s08085,,500,1000,"replicate-internal id, scheme 's' (unresolved)",rep08/runs/tri/s08085_5.8/Output/System_0/output_s08085_3.3.1_298.000000_580000.data
rep08,,65.946,66.254,low,s03621,,500,1000,"replicate-internal id, scheme 's' (unresolved)",rep08/runs/tri/s03621_65/Output/System_0/output_s03621_4.4.4_298.000000_6.5e+06.data
rep08,,52.915,53.117,low,s01415,,500,1000,"replicate-internal id, scheme 's' (unresolved)",rep08/runs/tri/s01415_65/Output/System_0/output_s01415_3.2.2_298.000000_6.5e+06.data
rep08,,66.326,66.410,low,s04221,,500,1000,"replicate-internal id, scheme 's' (unresolved)",rep08/runs/tri/s04221_65/Output/System_0/output_s04221_3.2.2_298.000000_6.5e+06.data
rep08,,65.210,65.241,low,s02082,,500,1000,"replicate-internal id, scheme 's' (unresolved)",rep08/runs/tri/s02082_5.8/Output/System_0/output_s02082_2.2.2_298.000000_580000.data
rep08,,67.064,67.105,low,s04892,,500,1000,"replicate-internal id, scheme 's' (unresolved)",rep08/runs/tri/s04892_65/Output/System_0/output_s04892_2.2.2_298.000000_6.5e+06.data
rep08,,67.287,67.311,low,s00390,,500,1000,"replicate-internal id, scheme 's' (unresolved)",rep08/runs/tri/s00390_5.8/Output/System_0/output_s00390_2.2.2_298.000000_580000.data
rep08,,67.369,67.455,low,s09231,,500,1000,"replicate-internal id, scheme 's' (unresolved)",rep08/runs/tri/s09231_5.8/Output/System_0/output_s09231_3.3.2_298.000000_580000.data
rep08,,66.506,66.577,low,s08498,,500,1000,"replicate-internal id, scheme 's' (unresolved)",rep08/runs/tri/s08498_65/Output/System_0/output_s08498_3.2.2_298.000000_6.5e+06.data
rep08,,55.898,55.942,low,s10264,,500,1000,"replicate-internal id, scheme 's' (unresolved)",rep08/runs/tri/s10264_65/Output/System_0/output_s10264_3.3.5_298.000000_6.5e+06.data
rep08,,58.155,58.174,low,s10463,,500,1000,"replicate-internal id, scheme 's' (unresolved)",rep08/runs/tri/s10463_5.8/Output/System_0/output_s10463_3.2.2_298.000000_580000.data
rep08,,58.489,58.505,low,s01453,,500,1000,"replicate-internal id, scheme 's' (unresolved)",rep08/runs/tri/s01453_5.8/Output/System_0/output_s01453_3.2.2_298.000000_580000.data
rep08,,31.229,31.248,low,s00402,,500,1000,"replicate-internal id, scheme 's' (unresolved)",rep08/runs/tri/s00402_65/Output/System_0/output_s00402_3.3.1_298.000000_6.5e+06.data
rep08,,61.999,62.032,low,s01437,,500,1000,"replicate-internal id, scheme 's' (unresolved)",rep08/runs/tri/s01437_65/Output/System_0/output_s01437_3.2.1_298.000000_6.5e+06.data
rep08,,36.532,36.560,low,s08568,,500,1000,"replicate-internal id, scheme 's' (unresolved)",rep08/runs/tri/s08568_65/Output/System_0/output_s08568_2.2.4_298.000000_6.5e+06.data
rep08,,55.544,55.559,low,s05358,,500,1000,"replicate-internal id, scheme 's' (unresolved)",rep08/runs/tri/s05358_65/Output/System_0/output_s05358_4.3.2_298.000000_6.5e+06.data
rep08,,55.734,55.744,low,s02066,,500,1000,"replicate-internal id, scheme 's' (unresolved)",rep08/runs/tri/s02066_5.8/Output/System_0/output_s02066_3.3.3_298.000000_580000.data
rep08,,57.251,57.260,low,s08856,,500,1000,"replicate-internal id, scheme 's' (unresolved)",rep08/runs/tri/s08856_5.8/Output/System_0/output_s08856_3.3.2_298.000000_580000.data
rep08,,28.177,28.190,low,s08360,,500,1000,"replicate-internal id, scheme 's' (unresolved)",rep08/runs/tri/s08360_5.8/Output/System_0/output_s08360_1.1.2_298.000000_580000.data
rep08,,16.989,17.012,low,s00448,,500,2000,"replicate-internal id, scheme 's' (unresolved)",rep08/runs/tri/s00448_5.8/Output/System_0/output_s00448_2.2.2_298.000000_580000.data
rep08,,17.678,17.979,low,s10112,,500,2000,"replicate-internal id, scheme 's' (unresolved)",rep08/runs/tri/s10112_65/Output/System_0/output_s10112_1.1.1_298.000000_6.5e+06.data
rep08,,20.214,20.394,low,s10354,,500,1000,"replicate-internal id, scheme 's' (unresolved)",rep08/runs/tri/s10354_65/Output/System_0/output_s10354_2.2.2_298.000000_6.5e+06.data
rep08,,18.460,18.542,low,s11843,,500,1000,"replicate-internal id, scheme 's' (unresolved)",rep08/runs/tri/s11843_5.8/Output/System_0/output_s11843_2.2.2_298.000000_580000.data
rep08,,20.813,20.986,low,s06732,,500,1000,"replicate-internal id, scheme 's' (unresolved)",rep08/runs/tri/s06732_65/Output/System_0/output_s06732_2.2.2_298.000000_6.5e+06.data
rep08,,20.693,20.729,low,s06254,,500,1000,"replicate-internal id, scheme 's' (unresolved)",rep08/runs/tri/s06254_65/Output/System_0/output_s06254_1.1.1_298.000000_6.5e+06.data
rep08,,22.335,22.508,low,s09922,,500,1000,"replicate-internal id, scheme 's' (unresolved)",rep08/runs/tri/s09922_5.8/Output/System_0/output_s09922_2.2.3_298.000000_580000.data
rep08,,21.165,21.391,low,s01329,,500,1000,"replicate-internal id, scheme 's' (unresolved)",rep08/runs/tri/s01329_65/Output/System_0/output_s01329_2.2.2_298.000000_6.5e+06.data
rep08,,24.471,24.481,low,s09502,,500,1000,"replicate-internal id, scheme 's' (unresolved)",rep08/runs/tri/s09502_5.8/Output/System_0/output_s09502_2.1.1_298.000000_580000.data
rep08,,23.734,23.747,low,s11684,,500,1000,"replicate-internal id, scheme 's' (unresolved)",rep08/runs/tri/s11684_5.8/Output/System_0/output_s11684_2.2.2_298.000000_580000.data
rep08,,23.247,23.268,low,s08970,,500,1000,"replicate-internal id, scheme 's' (unresolved)",rep08/runs/tri/s08970_5.8/Output/System_0/output_s08970_2.2.2_298.000000_580000.data
rep08,,25.464,25.521,low,s03559,,500,1000,"replicate-internal id, scheme 's' (unresolved)",rep08/runs/tri/s03559_65/Output/System_0/output_s03559_2.2.2_298.000000_6.5e+06.data
rep08,,26.789,27.011,low,s01624,,500,1000,"replicate-internal id, scheme 's' (unresolved)",rep08/runs/tri/s01624_65/Output/System_0/output_s01624_3.2.2_298.000000_6.5e+06.data
rep08,,25.828,26.078,low,s07743,,500,1000,"replicate-internal id, scheme 's' (unresolved)",rep08/runs/tri/s07743_65/Output/System_0/output_s07743_2.3.3_298.000000_6.5e+06.data
rep08,,25.181,25.224,low,s11565,,500,1000,"replicate-internal id, scheme 's' (unresolved)",rep08/runs/tri/s11565_65/Output/System_0/output_s11565_1.1.1_298.000000_6.5e+06.data
rep08,,25.416,25.454,low,s01890,,500,1000,"replicate-internal id, scheme 's' (unresolved)",rep08/runs/tri/s01890_5.8/Output/System_0/output_s01890_1.1.1_298.000000_580000.data
rep08,,29.218,29.434,low,s07286,,500,1000,"replicate-internal id, scheme 's' (unresolved)",rep08/runs/tri/s07286_65/Output/System_0/output_s07286_2.2.2_298.000000_6.5e+06.data
rep08,,27.950,28.004,low,s11309,,500,1000,"replicate-internal id, scheme 's' (unresolved)",rep08/runs/tri/s11309_5.8/Output/System_0/output_s11309_2.2.2_298.000000_580000.data
rep08,,26.557,26.630,low,s06737,,500,1000,"replicate-internal id, scheme 's' (unresolved)",rep08/runs/tri/s06737_5.8/Output/System_0/output_s06737_2.2.2_298.000000_580000.data
rep08,,26.922,26.976,low,s02819,,500,1000,"replicate-internal id, scheme 's' (unresolved)",rep08/runs/tri/s02819_65/Output/System_0/output_s02819_3.2.2_298.000000_6.5e+06.data
rep08,,27.659,27.704,low,s06405,,500,1000,"replicate-internal id, scheme 's' (unresolved)",rep08/runs/tri/s06405_65/Output/System_0/output_s06405_2.2.4_298.000000_6.5e+06.data
rep08,,28.519,28.694,low,s05129,,500,1000,"replicate-internal id, scheme 's' (unresolved)",rep08/runs/tri/s05129_65/Output/System_0/output_s05129_2.2.2_298.000000_6.5e+06.data
rep08,,30.332,30.352,low,s06906,,500,1000,"replicate-internal id, scheme 's' (unresolved)",rep08/runs/tri/s06906_65/Output/System_0/output_s06906_2.2.2_298.000000_6.5e+06.data
rep08,,29.257,29.291,low,s09081,,500,1000,"replicate-internal id, scheme 's' (unresolved)",rep08/runs/tri/s09081_65/Output/System_0/output_s09081_2.2.1_298.000000_6.5e+06.data
rep08,,29.844,29.949,low,s02117,,500,1000,"replicate-internal id, scheme 's' (unresolved)",rep08/runs/tri/s02117_65/Output/System_0/output_s02117_3.3.2_298.000000_6.5e+06.data
rep08,,31.054,31.106,low,s07764,,500,1000,"replicate-internal id, scheme 's' (unresolved)",rep08/runs/tri/s07764_5.8/Output/System_0/output_s07764_2.1.2_298.000000_580000.data
rep08,,31.545,31.679,low,s11373,,500,1000,"replicate-internal id, scheme 's' (unresolved)",rep08/runs/tri/s11373_5.8/Output/System_0/output_s11373_2.2.2_298.000000_580000.data
rep08,,30.917,30.991,low,s02788,,500,1000,"replicate-internal id, scheme 's' (unresolved)",rep08/runs/tri/s02788_5.8/Output/System_0/output_s02788_2.2.2_298.000000_580000.data
rep08,,33.056,33.317,low,s08530,,500,1000,"replicate-internal id, scheme 's' (unresolved)",rep08/runs/tri/s08530_65/Output/System_0/output_s08530_4.4.4_298.000000_6.5e+06.data
rep08,,31.698,32.255,low,s05366,,500,1000,"replicate-internal id, scheme 's' (unresolved)",rep08/runs/tri/s05366_65/Output/System_0/output_s05366_2.2.2_298.000000_6.5e+06.data
rep08,,31.859,31.872,low,s01682,,500,1000,"replicate-internal id, scheme 's' (unresolved)",rep08/runs/tri/s01682_5.8/Output/System_0/output_s01682_2.2.2_298.000000_580000.data
rep08,,35.118,35.442,low,s01782,,500,1000,"replicate-internal id, scheme 's' (unresolved)",rep08/runs/tri/s01782_5.8/Output/System_0/output_s01782_5.5.5_298.000000_580000.data
rep08,,31.928,32.459,low,s07728,,500,1000,"replicate-internal id, scheme 's' (unresolved)",rep08/runs/tri/s07728_65/Output/System_0/output_s07728_2.2.2_298.000000_6.5e+06.data
rep08,,33.984,34.022,low,s10839,,500,1000,"replicate-internal id, scheme 's' (unresolved)",rep08/runs/tri/s10839_65/Output/System_0/output_s10839_2.2.2_298.000000_6.5e+06.data
rep08,,37.339,37.375,low,s06332,,500,1000,"replicate-internal id, scheme 's' (unresolved)",rep08/runs/tri/s06332_65/Output/System_0/output_s06332_2.2.2_298.000000_6.5e+06.data
rep08,,34.061,34.152,low,s09491,,500,1000,"replicate-internal id, scheme 's' (unresolved)",rep08/runs/tri/s09491_5.8/Output/System_0/output_s09491_2.2.4_298.000000_580000.data
rep08,,34.623,34.911,low,s05021,,500,1000,"replicate-internal id, scheme 's' (unresolved)",rep08/runs/tri/s05021_5.8/Output/System_0/output_s05021_5.5.5_298.000000_580000.data
rep08,,37.161,37.198,low,s02782,,500,1000,"replicate-internal id, scheme 's' (unresolved)",rep08/runs/tri/s02782_5.8/Output/System_0/output_s02782_3.2.3_298.000000_580000.data
rep08,,39.294,39.341,low,s08152,,500,1000,"replicate-internal id, scheme 's' (unresolved)",rep08/runs/tri/s08152_65/Output/System_0/output_s08152_3.3.2_298.000000_6.5e+06.data
rep08,,36.041,36.102,low,s08389,,500,1000,"replicate-internal id, scheme 's' (unresolved)",rep08/runs/tri/s08389_5.8/Output/System_0/output_s08389_3.3.3_298.000000_580000.data
rep08,,35.286,35.534,low,s11950,,500,1000,"replicate-internal id, scheme 's' (unresolved)",rep08/runs/tri/s11950_65/Output/System_0/output_s11950_2.2.2_298.000000_6.5e+06.data
rep08,,37.291,37.461,low,s03572,,500,1000,"replicate-internal id, scheme 's' (unresolved)",rep08/runs/tri/s03572_65/Output/System_0/output_s03572_2.2.2_298.000000_6.5e+06.data
rep08,,35.893,35.987,low,s04523,,500,1000,"replicate-internal id, scheme 's' (unresolved)",rep08/runs/tri/s04523_5.8/Output/System_0/output_s04523_2.2.2_298.000000_580000.data
rep08,,37.823,37.895,low,s00049,,500,1000,"replicate-internal id, scheme 's' (unresolved)",rep08/runs/tri/s00049_5.8/Output/System_0/output_s00049_4.4.4_298.000000_580000.data
rep08,,38.802,38.824,low,s11004,,500,1000,"replicate-internal id, scheme 's' (unresolved)",rep08/runs/tri/s11004_5.8/Output/System_0/output_s11004_3.2.2_298.000000_580000.data
rep08,,37.347,37.596,low,s11613,,500,1000,"replicate-internal id, scheme 's' (unresolved)",rep08/runs/tri/s11613_5.8/Output/System_0/output_s11613_3.3.3_298.000000_580000.data
rep08,,37.531,37.652,low,s11772,,500,1000,"replicate-internal id, scheme 's' (unresolved)",rep08/runs/tri/s11772_65/Output/System_0/output_s11772_3.2.2_298.000000_6.5e+06.data
rep08,,42.431,43.286,low,s05810,,500,1000,"replicate-internal id, scheme 's' (unresolved)",rep08/runs/tri/s05810_65/Output/System_0/output_s05810_5.5.5_298.000000_6.5e+06.data
rep08,,40.909,41.081,low,s05564,,500,1000,"replicate-internal id, scheme 's' (unresolved)",rep08/runs/tri/s05564_65/Output/System_0/output_s05564_2.2.3_298.000000_6.5e+06.data
rep08,,28.497,28.506,low,s07256,,500,1000,"replicate-internal id, scheme 's' (unresolved)",rep08/runs/tri/s07256_5.8/Output/System_0/output_s07256_2.2.1_298.000000_580000.data
rep08,,43.263,43.330,low,s02337,,500,1000,"replicate-internal id, scheme 's' (unresolved)",rep08/runs/tri/s02337_65/Output/System_0/output_s02337_2.2.2_298.000000_6.5e+06.data
rep08,,29.293,29.716,low,s11045,,500,1000,"replicate-internal id, scheme 's' (unresolved)",rep08/runs/tri/s11045_65/Output/System_0/output_s11045_2.2.3_298.000000_6.5e+06.data
rep08,,42.408,42.503,low,s09919,,500,1000,"replicate-internal id, scheme 's' (unresolved)",rep08/runs/tri/s09919_5.8/Output/System_0/output_s09919_2.2.2_298.000000_580000.data
rep08,,44.637,44.685,low,s11384,,500,1000,"replicate-internal id, scheme 's' (unresolved)",rep08/runs/tri/s11384_5.8/Output/System_0/output_s11384_3.3.3_298.000000_580000.data
rep08,,41.272,41.302,low,s03779,,500,1000,"replicate-internal id, scheme 's' (unresolved)",rep08/runs/tri/s03779_5.8/Output/System_0/output_s03779_3.2.1_298.000000_580000.data
rep08,,45.444,45.458,low,s08243,,500,1000,"replicate-internal id, scheme 's' (unresolved)",rep08/runs/tri/s08243_5.8/Output/System_0/output_s08243_2.2.2_298.000000_580000.data
rep08,,42.154,42.166,low,s07107,,500,1000,"replicate-internal id, scheme 's' (unresolved)",rep08/runs/tri/s07107_5.8/Output/System_0/output_s07107_4.2.2_298.000000_580000.data
rep08,,46.719,46.855,low,s10697,,500,1000,"replicate-internal id, scheme 's' (unresolved)",rep08/runs/tri/s10697_65/Output/System_0/output_s10697_3.3.3_298.000000_6.5e+06.data
rep08,,47.198,47.247,low,s06678,,500,1000,"replicate-internal id, scheme 's' (unresolved)",rep08/runs/tri/s06678_65/Output/System_0/output_s06678_2.2.2_298.000000_6.5e+06.data
rep08,,43.099,43.232,low,s03215,,500,1000,"replicate-internal id, scheme 's' (unresolved)",rep08/runs/tri/s03215_65/Output/System_0/output_s03215_3.3.3_298.000000_6.5e+06.data
rep08,,45.319,45.355,low,s05451,,500,1000,"replicate-internal id, scheme 's' (unresolved)",rep08/runs/tri/s05451_5.8/Output/System_0/output_s05451_4.2.3_298.000000_580000.data
rep08,,46.450,46.499,low,s02965,,500,1000,"replicate-internal id, scheme 's' (unresolved)",rep08/runs/tri/s02965_65/Output/System_0/output_s02965_3.2.2_298.000000_6.5e+06.data
rep08,,31.018,31.100,low,s05012,,500,1000,"replicate-internal id, scheme 's' (unresolved)",rep08/runs/tri/s05012_5.8/Output/System_0/output_s05012_2.2.2_298.000000_580000.data
rep08,,46.919,46.931,low,s01493,,500,1000,"replicate-internal id, scheme 's' (unresolved)",rep08/runs/tri/s01493_5.8/Output/System_0/output_s01493_2.1.1_298.000000_580000.data
rep08,,46.731,46.761,low,s09966,,500,1000,"replicate-internal id, scheme 's' (unresolved)",rep08/runs/tri/s09966_5.8/Output/System_0/output_s09966_3.3.3_298.000000_580000.data
rep08,,49.123,49.334,low,s11569,,500,1000,"replicate-internal id, scheme 's' (unresolved)",rep08/runs/tri/s11569_65/Output/System_0/output_s11569_3.3.2_298.000000_6.5e+06.data
rep08,,47.075,47.544,low,s02649,,500,1000,"replicate-internal id, scheme 's' (unresolved)",rep08/runs/tri/s02649_65/Output/System_0/output_s02649_3.2.2_298.000000_6.5e+06.data
rep08,,47.925,47.935,low,s01076,,500,1000,"replicate-internal id, scheme 's' (unresolved)",rep08/runs/tri/s01076_5.8/Output/System_0/output_s01076_4.2.2_298.000000_580000.data
rep08,,47.866,47.961,low,s11606,,500,1000,"replicate-internal id, scheme 's' (unresolved)",rep08/runs/tri/s11606_65/Output/System_0/output_s11606_2.2.2_298.000000_6.5e+06.data
rep08,,49.340,49.545,low,s08431,,500,1000,"replicate-internal id, scheme 's' (unresolved)",rep08/runs/tri/s08431_65/Output/System_0/output_s08431_2.2.2_298.000000_6.5e+06.data
rep08,,48.349,48.431,low,s09868,,500,1000,"replicate-internal id, scheme 's' (unresolved)",rep08/runs/tri/s09868_5.8/Output/System_0/output_s09868_3.2.2_298.000000_580000.data
rep08,,48.197,48.270,low,s01189,,500,1000,"replicate-internal id, scheme 's' (unresolved)",rep08/runs/tri/s01189_5.8/Output/System_0/output_s01189_2.2.2_298.000000_580000.data
rep08,,50.076,50.104,low,s10793,,500,1000,"replicate-internal id, scheme 's' (unresolved)",rep08/runs/tri/s10793_5.8/Output/System_0/output_s10793_3.2.2_298.000000_580000.data
rep08,,49.317,49.363,low,s10539,,500,1000,"replicate-internal id, scheme 's' (unresolved)",rep08/runs/tri/s10539_5.8/Output/System_0/output_s10539_3.3.3_298.000000_580000.data
rep08,,34.704,34.721,low,s00674,,500,1000,"replicate-internal id, scheme 's' (unresolved)",rep08/runs/tri/s00674_5.8/Output/System_0/output_s00674_2.2.1_298.000000_580000.data
rep08,,50.206,50.277,low,s10409,,500,1000,"replicate-internal id, scheme 's' (unresolved)",rep08/runs/tri/s10409_5.8/Output/System_0/output_s10409_2.2.3_298.000000_580000.data
rep08,,50.952,51.006,low,s07109,,500,1000,"replicate-internal id, scheme 's' (unresolved)",rep08/runs/tri/s07109_65/Output/System_0/output_s07109_4.3.2_298.000000_6.5e+06.data
rep08,,49.250,49.262,low,s01469,,500,1000,"replicate-internal id, scheme 's' (unresolved)",rep08/runs/tri/s01469_5.8/Output/System_0/output_s01469_2.1.1_298.000000_580000.data
rep08,,51.465,51.502,low,s03023,,500,1000,"replicate-internal id, scheme 's' (unresolved)",rep08/runs/tri/s03023_5.8/Output/System_0/output_s03023_2.2.2_298.000000_580000.data
rep08,,50.549,52.675,low,s11902,,500,1000,"replicate-internal id, scheme 's' (unresolved)",rep08/runs/tri/s11902_5.8/Output/System_0/output_s11902_3.3.3_298.000000_580000.data
rep08,,51.259,51.406,low,s12456,,500,1000,"replicate-internal id, scheme 's' (unresolved)",rep08/runs/tri/s12456_65/Output/System_0/output_s12456_2.2.2_298.000000_6.5e+06.data
rep08,,51.757,51.805,low,s11559,,500,1000,"replicate-internal id, scheme 's' (unresolved)",rep08/runs/tri/s11559_65/Output/System_0/output_s11559_3.3.2_298.000000_6.5e+06.data
rep08,,52.954,53.038,low,s09609,,500,1000,"replicate-internal id, scheme 's' (unresolved)",rep08/runs/tri/s09609_65/Output/System_0/output_s09609_2.2.2_298.000000_6.5e+06.data
rep08,,53.247,53.337,low,s07686,,500,1000,"replicate-internal id, scheme 's' (unresolved)",rep08/runs/tri/s07686_65/Output/System_0/output_s07686_2.2.1_298.000000_6.5e+06.data
rep08,,52.174,52.212,low,s11284,,500,1000,"replicate-internal id, scheme 's' (unresolved)",rep08/runs/tri/s11284_5.8/Output/System_0/output_s11284_2.2.3_298.000000_580000.data
rep08,,53.081,53.144,low,s12421,,500,1000,"replicate-internal id, scheme 's' (unresolved)",rep08/runs/tri/s12421_5.8/Output/System_0/output_s12421_3.2.2_298.000000_580000.data
rep08,,53.464,53.519,low,s11485,,500,1000,"replicate-internal id, scheme 's' (unresolved)",rep08/runs/tri/s11485_65/Output/System_0/output_s11485_3.3.2_298.000000_6.5e+06.data
rep08,,53.791,53.917,low,s08692,,500,1000,"replicate-internal id, scheme 's' (unresolved)",rep08/runs/tri/s08692_65/Output/System_0/output_s08692_2.2.2_298.000000_6.5e+06.data
rep08,,53.917,53.928,low,s07266,,500,1000,"replicate-internal id, scheme 's' (unresolved)",rep08/runs/tri/s07266_5.8/Output/System_0/output_s07266_2.2.1_298.000000_580000.data
rep08,,54.865,54.910,low,s00835,,500,1000,"replicate-internal id, scheme 's' (unresolved)",rep08/runs/tri/s00835_65/Output/System_0/output_s00835_3.3.2_298.000000_6.5e+06.data
rep08,,55.022,55.142,low,s12401,,500,1000,"replicate-internal id, scheme 's' (unresolved)",rep08/runs/tri/s12401_65/Output/System_0/output_s12401_3.2.2_298.000000_6.5e+06.data
rep08,,54.006,54.073,low,s10743,,500,1000,"replicate-internal id, scheme 's' (unresolved)",rep08/runs/tri/s10743_65/Output/System_0/output_s10743_2.1.1_298.000000_6.5e+06.data
rep08,,53.672,53.739,low,s11090,,500,1000,"replicate-internal id, scheme 's' (unresolved)",rep08/runs/tri/s11090_65/Output/System_0/output_s11090_2.1.1_298.000000_6.5e+06.data
rep08,,56.313,56.325,low,s04665,,500,1000,"replicate-internal id, scheme 's' (unresolved)",rep08/runs/tri/s04665_5.8/Output/System_0/output_s04665_2.2.1_298.000000_580000.data
rep08,,55.313,55.381,low,s02063,,500,1000,"replicate-internal id, scheme 's' (unresolved)",rep08/runs/tri/s02063_65/Output/System_0/output_s02063_3.3.2_298.000000_6.5e+06.data
rep08,,56.087,56.138,low,s08191,,500,1000,"replicate-internal id, scheme 's' (unresolved)",rep08/runs/tri/s08191_5.8/Output/System_0/output_s08191_3.3.3_298.000000_580000.data
rep08,,55.398,55.442,low,s00292,,500,1000,"replicate-internal id, scheme 's' (unresolved)",rep08/runs/tri/s00292_5.8/Output/System_0/output_s00292_2.2.2_298.000000_580000.data
rep08,,54.977,55.025,low,s04792,,500,1000,"replicate-internal id, scheme 's' (unresolved)",rep08/runs/tri/s04792_65/Output/System_0/output_s04792_3.3.3_298.000000_6.5e+06.data
rep08,,55.536,55.645,low,s00814,,500,1000,"replicate-internal id, scheme 's' (unresolved)",rep08/runs/tri/s00814_5.8/Output/System_0/output_s00814_2.2.2_298.000000_580000.data
rep08,,56.867,57.240,low,s03016,,500,1000,"replicate-internal id, scheme 's' (unresolved)",rep08/runs/tri/s03016_65/Output/System_0/output_s03016_3.3.3_298.000000_6.5e+06.data
