# UNATTESTED. Workspace file inventory, post-seal read-only. REBUILT 2026-09-03 correcting REPORT 036 section 4 (was 6 runs / 2,037 rows). Skip this line.
run,group,file_path,parent_structure_id,parent_class,transformation,reported_value,reported_uncertainty,accuracy_tier,pristine_parent_measured_same_setting
rep02,U,rep02/mod/2013[Zn][hex]3[FSR]1__1of2.cif,2013[Zn][hex]3[FSR]1,retained,"""interpenetration removal""",,,,unknown
rep02,U,rep02/mod/2013[Zn][nan]2[ASR]2__1of2.cif,2013[Zn][nan]2[ASR]2,retained,"""interpenetration removal""",,,,unknown
rep02,U,rep02/mod/2013[Zn][nan]3[ASR]25__1of2.cif,2013[Zn][nan]3[ASR]25,retained,"""interpenetration removal""",,,,unknown
rep02,U,rep02/mod/2013[Zn][pbz]3[ASR]1__1of2.cif,2013[Zn][pbz]3[ASR]1,retained,"""interpenetration removal""",,,,unknown
rep02,U,rep02/mod/2013[Zn][pcu]3[ASR]11__1of2.cif,2013[Zn][pcu]3[ASR]11,retained,"""interpenetration removal""",,,,unknown
rep02,U,rep02/mod/2013[Zn][pcu]3[ASR]14__1of2.cif,2013[Zn][pcu]3[ASR]14,retained,"""interpenetration removal""",,,,unknown
rep02,U,rep02/mod/2013[Zn][pcu]3[ASR]8__1of2.cif,2013[Zn][pcu]3[ASR]8,retained,"""interpenetration removal""",,,,unknown
rep02,U,rep02/mod/2013[Zn][pcu]3[FSR]13__1of2.cif,2013[Zn][pcu]3[FSR]13,retained,"""interpenetration removal""",,,,unknown
rep02,U,rep02/mod/2013[Zn][pcu]3[FSR]8__1of2.cif,2013[Zn][pcu]3[FSR]8,retained,"""interpenetration removal""",,,,unknown
rep02,U,rep02/mod/2013[Zn][pto]3[ASR]1__1of2.cif,2013[Zn][pto]3[ASR]1,retained,"""interpenetration removal""",,,,unknown
rep02,U,rep02/mod/2013[Zn][sit]3[ASR]1__1of2.cif,2013[Zn][sit]3[ASR]1,retained,"""interpenetration removal""",,,,unknown
rep02,U,rep02/mod/2013[Zn][sit]3[FSR]1__1of2.cif,2013[Zn][sit]3[FSR]1,retained,"""interpenetration removal""",,,,unknown
rep02,U,rep02/mod/2013[Zn][ths]3[ASR]10__1of2.cif,2013[Zn][ths]3[ASR]10,retained,"""interpenetration removal""",,,,unknown
rep02,U,rep02/mod/2013[Zn][ths]3[ASR]11__1of2.cif,2013[Zn][ths]3[ASR]11,retained,"""interpenetration removal""",,,,unknown
rep02,U,rep02/mod/2013[Zn][ths]3[ASR]12__1of2.cif,2013[Zn][ths]3[ASR]12,retained,"""interpenetration removal""",,,,unknown
rep02,U,rep02/mod/2013[Zn][ths]3[ASR]13__1of2.cif,2013[Zn][ths]3[ASR]13,retained,"""interpenetration removal""",,,,unknown
rep02,U,rep02/mod/2013[Zn][ths]3[ASR]1__1of2.cif,2013[Zn][ths]3[ASR]1,retained,"""interpenetration removal""",,,,unknown
rep02,U,rep02/mod/2013[Zn][ths]3[ASR]3__1of2.cif,2013[Zn][ths]3[ASR]3,retained,"""interpenetration removal""",,,,unknown
rep02,U,rep02/mod/2013[Zn][ths]3[ASR]4__1of2.cif,2013[Zn][ths]3[ASR]4,retained,"""interpenetration removal""",,,,unknown
rep02,U,rep02/mod/2013[Zn][ths]3[ASR]5__1of2.cif,2013[Zn][ths]3[ASR]5,retained,"""interpenetration removal""",,,,unknown
rep02,U,rep02/mod/2013[Zn][ths]3[ASR]6__1of2.cif,2013[Zn][ths]3[ASR]6,retained,"""interpenetration removal""",,,,unknown
rep02,U,rep02/mod/2013[Zn][ths]3[ASR]7__1of2.cif,2013[Zn][ths]3[ASR]7,retained,"""interpenetration removal""",,,,unknown
rep02,U,rep02/mod/2013[Zn][ths]3[ASR]8__1of2.cif,2013[Zn][ths]3[ASR]8,retained,"""interpenetration removal""",,,,unknown
rep02,U,rep02/mod/2013[Zn][ths]3[ASR]9__1of2.cif,2013[Zn][ths]3[ASR]9,retained,"""interpenetration removal""",,,,unknown
rep02,U,rep02/mod/2013[Zn][ths]3[FSR]10__1of2.cif,2013[Zn][ths]3[FSR]10,retained,"""interpenetration removal""",,,,unknown
rep02,U,rep02/mod/2013[Zn][ths]3[FSR]11__1of2.cif,2013[Zn][ths]3[FSR]11,retained,"""interpenetration removal""",,,,unknown
rep02,U,rep02/mod/2013[Zn][ths]3[FSR]12__1of2.cif,2013[Zn][ths]3[FSR]12,retained,"""interpenetration removal""",,,,unknown
rep02,U,rep02/mod/2013[Zn][ths]3[FSR]1__1of2.cif,2013[Zn][ths]3[FSR]1,retained,"""interpenetration removal""",,,,unknown
rep02,U,rep02/mod/2013[Zn][ths]3[FSR]2__1of2.cif,2013[Zn][ths]3[FSR]2,retained,"""interpenetration removal""",,,,unknown
rep02,U,rep02/mod/2013[Zn][ths]3[FSR]3__1of2.cif,2013[Zn][ths]3[FSR]3,retained,"""interpenetration removal""",,,,unknown
rep02,U,rep02/mod/2013[Zn][ths]3[FSR]4__1of2.cif,2013[Zn][ths]3[FSR]4,retained,"""interpenetration removal""",,,,unknown
rep02,U,rep02/mod/2013[Zn][ths]3[FSR]5__1of2.cif,2013[Zn][ths]3[FSR]5,retained,"""interpenetration removal""",,,,unknown
rep02,U,rep02/mod/2013[Zn][ths]3[FSR]6__1of2.cif,2013[Zn][ths]3[FSR]6,retained,"""interpenetration removal""",,,,unknown
rep02,U,rep02/mod/2013[Zn][ths]3[FSR]7__1of2.cif,2013[Zn][ths]3[FSR]7,retained,"""interpenetration removal""",,,,unknown
rep02,U,rep02/mod/2013[Zn][ths]3[FSR]8__1of2.cif,2013[Zn][ths]3[FSR]8,retained,"""interpenetration removal""",,,,unknown
rep02,U,rep02/mod/2013[Zn][ths]3[FSR]9__1of2.cif,2013[Zn][ths]3[FSR]9,retained,"""interpenetration removal""",,,,unknown
rep02,U,rep02/mod/2013[Zn][unc]3[ASR]1__1of2.cif,2013[Zn][unc]3[ASR]1,retained,"""interpenetration removal""",,,,unknown
rep02,U,rep02/mod/2013[Zn][unc]3[FSR]1__1of2.cif,2013[Zn][unc]3[FSR]1,retained,"""interpenetration removal""",,,,unknown
rep02,U,rep02/mod/2014[Ag][ths]3[ASR]1__1of2.cif,2014[Ag][ths]3[ASR]1,retained,"""interpenetration removal""",,,,unknown
rep02,U,rep02/mod/2014[Ag][ths]3[FSR]1__1of2.cif,2014[Ag][ths]3[FSR]1,retained,"""interpenetration removal""",,,,unknown
rep02,U,rep02/mod/2014[Cd][dia]3[ASR]4__1of2.cif,2014[Cd][dia]3[ASR]4,retained,"""interpenetration removal""",,,,unknown
rep02,U,rep02/mod/2014[Cd][dia]3[FSR]5__1of2.cif,2014[Cd][dia]3[FSR]5,retained,"""interpenetration removal""",,,,unknown
rep02,U,rep02/mod/2014[Cd][tfz]3[ASR]1__1of2.cif,2014[Cd][tfz]3[ASR]1,retained,"""interpenetration removal""",,,,unknown
rep02,U,rep02/mod/2014[Cd][tfz]3[ASR]2__1of2.cif,2014[Cd][tfz]3[ASR]2,retained,"""interpenetration removal""",,,,unknown
rep02,U,rep02/mod/2014[Co][dia]3[ASR]6__1of2.cif,2014[Co][dia]3[ASR]6,retained,"""interpenetration removal""",,,,unknown
rep02,U,rep02/mod/2014[Co][dia]3[FSR]6__1of2.cif,2014[Co][dia]3[FSR]6,retained,"""interpenetration removal""",,,,unknown
rep02,U,rep02/mod/2014[Co][hms]3[ASR]1__1of2.cif,2014[Co][hms]3[ASR]1,retained,"""interpenetration removal""",,,,unknown
rep02,U,rep02/mod/2014[Co][hms]3[ASR]2__1of2.cif,2014[Co][hms]3[ASR]2,retained,"""interpenetration removal""",,,,unknown
rep02,U,rep02/mod/2014[Co][hms]3[FSR]1__1of2.cif,2014[Co][hms]3[FSR]1,retained,"""interpenetration removal""",,,,unknown
rep02,U,rep02/mod/2014[Co][hms]3[FSR]2__1of2.cif,2014[Co][hms]3[FSR]2,retained,"""interpenetration removal""",,,,unknown
rep02,U,rep02/mod/2014[Co][ins]3[ASR]1__1of2.cif,2014[Co][ins]3[ASR]1,retained,"""interpenetration removal""",,,,unknown
rep02,U,rep02/mod/2014[Co][ins]3[FSR]1__1of2.cif,2014[Co][ins]3[FSR]1,retained,"""interpenetration removal""",,,,unknown
rep02,U,rep02/mod/2014[Co][pcu]3[ASR]5__1of2.cif,2014[Co][pcu]3[ASR]5,retained,"""interpenetration removal""",,,,unknown
rep02,U,rep02/mod/2014[Co][pcu]3[FSR]5__1of2.cif,2014[Co][pcu]3[FSR]5,retained,"""interpenetration removal""",,,,unknown
rep02,U,rep02/mod/2014[Co][rtl]3[ASR]1__1of2.cif,2014[Co][rtl]3[ASR]1,retained,"""interpenetration removal""",,,,unknown
rep02,U,rep02/mod/2014[Co][rtl]3[FSR]1__1of2.cif,2014[Co][rtl]3[FSR]1,retained,"""interpenetration removal""",,,,unknown
rep02,U,rep02/mod/2014[Cu][dia]3[ASR]1__1of2.cif,2014[Cu][dia]3[ASR]1,retained,"""interpenetration removal""",,,,unknown
rep02,U,rep02/mod/2014[Cu][dia]3[ASR]2__1of2.cif,2014[Cu][dia]3[ASR]2,retained,"""interpenetration removal""",,,,unknown
rep02,U,rep02/mod/2014[Cu][dia]3[ASR]3__1of2.cif,2014[Cu][dia]3[ASR]3,retained,"""interpenetration removal""",,,,unknown
rep02,U,rep02/mod/2014[Cu][dia]3[ASR]4__1of2.cif,2014[Cu][dia]3[ASR]4,retained,"""interpenetration removal""",,,,unknown
rep02,U,rep02/mod/2014[Cu][dia]3[ASR]5__1of2.cif,2014[Cu][dia]3[ASR]5,retained,"""interpenetration removal""",,,,unknown
rep02,U,rep02/mod/2014[Cu][dia]3[ASR]6__1of2.cif,2014[Cu][dia]3[ASR]6,retained,"""interpenetration removal""",,,,unknown
rep02,U,rep02/mod/2014[Cu][dia]3[FSR]1__1of2.cif,2014[Cu][dia]3[FSR]1,retained,"""interpenetration removal""",,,,unknown
rep02,U,rep02/mod/2014[Cu][dia]3[FSR]2__1of2.cif,2014[Cu][dia]3[FSR]2,retained,"""interpenetration removal""",,,,unknown
rep02,U,rep02/mod/2014[Cu][dia]3[FSR]3__1of2.cif,2014[Cu][dia]3[FSR]3,retained,"""interpenetration removal""",,,,unknown
rep02,U,rep02/mod/2014[Cu][dia]3[FSR]4__1of2.cif,2014[Cu][dia]3[FSR]4,retained,"""interpenetration removal""",,,,unknown
rep02,U,rep02/mod/2014[Cu][dia]3[FSR]5__1of2.cif,2014[Cu][dia]3[FSR]5,retained,"""interpenetration removal""",,,,unknown
rep02,U,rep02/mod/2014[Cu][dia]3[FSR]6__1of2.cif,2014[Cu][dia]3[FSR]6,retained,"""interpenetration removal""",,,,unknown
rep02,U,rep02/mod/2014[Cu][dia]3[FSR]7__1of2.cif,2014[Cu][dia]3[FSR]7,retained,"""interpenetration removal""",,,,unknown
rep02,U,rep02/mod/2014[Cu][dia]3[FSR]8__1of2.cif,2014[Cu][dia]3[FSR]8,retained,"""interpenetration removal""",,,,unknown
rep02,U,rep02/mod/2014[Cu][hms]3[ASR]1__1of2.cif,2014[Cu][hms]3[ASR]1,retained,"""interpenetration removal""",,,,unknown
rep02,U,rep02/mod/2014[Cu][hms]3[FSR]1__1of2.cif,2014[Cu][hms]3[FSR]1,retained,"""interpenetration removal""",,,,unknown
rep02,U,rep02/mod/2014[Cu][pts]3[ASR]1__1of2.cif,2014[Cu][pts]3[ASR]1,retained,"""interpenetration removal""",,,,unknown
rep02,U,rep02/mod/2014[Cu][pts]3[FSR]1__1of2.cif,2014[Cu][pts]3[FSR]1,retained,"""interpenetration removal""",,,,unknown
rep02,U,rep02/mod/2014[Cu][sql]2[FSR]1__1of2.cif,2014[Cu][sql]2[FSR]1,retained,"""interpenetration removal""",,,,unknown
rep02,U,rep02/mod/2014[FeAu][fsc]3[ASR]2__1of2.cif,2014[FeAu][fsc]3[ASR]2,retained,"""interpenetration removal""",,,,unknown
rep02,U,rep02/mod/2014[FeAu][fsc]3[FSR]2__1of2.cif,2014[FeAu][fsc]3[FSR]2,retained,"""interpenetration removal""",,,,unknown
rep02,U,rep02/mod/2014[In][nan]3[ASR]3__1of2.cif,2014[In][nan]3[ASR]3,retained,"""interpenetration removal""",,,,unknown
rep02,U,rep02/mod/2014[In][nan]3[FSR]3__1of2.cif,2014[In][nan]3[FSR]3,retained,"""interpenetration removal""",,,,unknown
rep02,U,rep02/mod/2014[Zn][dia]3[ASR]7__1of4.cif,2014[Zn][dia]3[ASR]7,retained,"""interpenetration removal""",,,,unknown
rep02,U,rep02/mod/2014[Zn][dia]3[FSR]7__1of4.cif,2014[Zn][dia]3[FSR]7,retained,"""interpenetration removal""",,,,unknown
rep02,U,rep02/mod/2014[Zn][etf]3[ASR]1__1of2.cif,2014[Zn][etf]3[ASR]1,retained,"""interpenetration removal""",,,,unknown
rep02,U,rep02/mod/2014[Zn][etf]3[FSR]1__1of2.cif,2014[Zn][etf]3[FSR]1,retained,"""interpenetration removal""",,,,unknown
rep02,U,rep02/mod/2014[Zn][hms]3[ASR]1__1of2.cif,2014[Zn][hms]3[ASR]1,retained,"""interpenetration removal""",,,,unknown
rep02,U,rep02/mod/2014[Zn][hms]3[FSR]1__1of2.cif,2014[Zn][hms]3[FSR]1,retained,"""interpenetration removal""",,,,unknown
rep02,U,rep02/mod/2014[Zn][nan]3[ASR]10__1of2.cif,2014[Zn][nan]3[ASR]10,retained,"""interpenetration removal""",,,,unknown
rep02,U,rep02/mod/2014[Zn][nan]3[ASR]15__1of2.cif,2014[Zn][nan]3[ASR]15,retained,"""interpenetration removal""",,,,unknown
rep02,U,rep02/mod/2014[Zn][nan]3[ASR]39__1of2.cif,2014[Zn][nan]3[ASR]39,retained,"""interpenetration removal""",,,,unknown
rep02,U,rep02/mod/2014[Zn][nan]3[FSR]34__1of2.cif,2014[Zn][nan]3[FSR]34,retained,"""interpenetration removal""",,,,unknown
rep02,U,rep02/mod/2014[Zn][pcu]3[ASR]19__1of2.cif,2014[Zn][pcu]3[ASR]19,retained,"""interpenetration removal""",,,,unknown
rep02,U,rep02/mod/2014[Zn][pcu]3[ASR]1__1of2.cif,2014[Zn][pcu]3[ASR]1,retained,"""interpenetration removal""",,,,unknown
rep02,U,rep02/mod/2014[Zn][pcu]3[ASR]20__1of2.cif,2014[Zn][pcu]3[ASR]20,retained,"""interpenetration removal""",,,,unknown
rep02,U,rep02/mod/2014[Zn][pcu]3[ASR]21__1of2.cif,2014[Zn][pcu]3[ASR]21,retained,"""interpenetration removal""",,,,unknown
rep02,U,rep02/mod/2014[Zn][pcu]3[FSR]16__1of2.cif,2014[Zn][pcu]3[FSR]16,retained,"""interpenetration removal""",,,,unknown
rep02,U,rep02/mod/2014[Zn][pcu]3[FSR]17__1of2.cif,2014[Zn][pcu]3[FSR]17,retained,"""interpenetration removal""",,,,unknown
rep02,U,rep02/mod/2014[Zn][pcu]3[FSR]1__1of2.cif,2014[Zn][pcu]3[FSR]1,retained,"""interpenetration removal""",,,,unknown
rep02,U,rep02/mod/2014[Zn][sql]2[ASR]1__1of2.cif,2014[Zn][sql]2[ASR]1,retained,"""interpenetration removal""",,,,unknown
rep02,U,rep02/mod/2014[Zn][sql]2[FSR]1__1of2.cif,2014[Zn][sql]2[FSR]1,retained,"""interpenetration removal""",,,,unknown
rep02,U,rep02/mod/2014[Zn][srs]3[ASR]2__1of2.cif,2014[Zn][srs]3[ASR]2,retained,"""interpenetration removal""",,,,unknown
rep02,U,rep02/mod/2014[Zn][srs]3[ASR]3__1of2.cif,2014[Zn][srs]3[ASR]3,retained,"""interpenetration removal""",,,,unknown
rep02,U,rep02/mod/2014[Zn][srs]3[ASR]4__1of2.cif,2014[Zn][srs]3[ASR]4,retained,"""interpenetration removal""",,,,unknown
rep02,U,rep02/mod/2014[Zn][srs]3[ASR]5__1of2.cif,2014[Zn][srs]3[ASR]5,retained,"""interpenetration removal""",,,,unknown
rep02,U,rep02/mod/2014[Zn][srs]3[FSR]2__1of2.cif,2014[Zn][srs]3[FSR]2,retained,"""interpenetration removal""",,,,unknown
rep02,U,rep02/mod/2014[Zn][ths]3[ASR]2__1of2.cif,2014[Zn][ths]3[ASR]2,retained,"""interpenetration removal""",,,,unknown
rep02,U,rep02/mod/2014[Zn][ths]3[ASR]3__1of2.cif,2014[Zn][ths]3[ASR]3,retained,"""interpenetration removal""",,,,unknown
rep02,U,rep02/mod/2014[Zn][ths]3[ASR]4__1of2.cif,2014[Zn][ths]3[ASR]4,retained,"""interpenetration removal""",,,,unknown
rep02,U,rep02/mod/2014[Zn][ths]3[FSR]3__1of2.cif,2014[Zn][ths]3[FSR]3,retained,"""interpenetration removal""",,,,unknown
rep02,U,rep02/mod/2014[Zn][ths]3[FSR]4__1of2.cif,2014[Zn][ths]3[FSR]4,retained,"""interpenetration removal""",,,,unknown
rep02,U,rep02/mod/2014[Zn][unc]3[ASR]1__1of2.cif,2014[Zn][unc]3[ASR]1,retained,"""interpenetration removal""",,,,unknown
rep02,U,rep02/mod/2014[Zn][unc]3[FSR]1__1of2.cif,2014[Zn][unc]3[FSR]1,retained,"""interpenetration removal""",,,,unknown
rep02,U,rep02/mod/2014[Zn][utp]3[ASR]1__1of2.cif,2014[Zn][utp]3[ASR]1,retained,"""interpenetration removal""",,,,unknown
rep02,U,rep02/mod/2014[Zn][utp]3[ASR]2__1of2.cif,2014[Zn][utp]3[ASR]2,retained,"""interpenetration removal""",,,,unknown
rep02,U,rep02/mod/2014[Zn][utp]3[FSR]2__1of2.cif,2014[Zn][utp]3[FSR]2,retained,"""interpenetration removal""",,,,unknown
rep02,U,rep02/mod/2015[Cd][bto]3[ASR]1__1of2.cif,2015[Cd][bto]3[ASR]1,retained,"""interpenetration removal""",,,,unknown
rep02,U,rep02/mod/2015[Cd][hcb]2[ASR]1__1of2.cif,2015[Cd][hcb]2[ASR]1,retained,"""interpenetration removal""",,,,unknown
rep02,U,rep02/mod/2015[Cd][hcb]2[FSR]1__1of2.cif,2015[Cd][hcb]2[FSR]1,retained,"""interpenetration removal""",,,,unknown
rep02,U,rep02/mod/2015[Cd][pcu]3[ASR]6__1of2.cif,2015[Cd][pcu]3[ASR]6,retained,"""interpenetration removal""",,,,unknown
rep02,U,rep02/mod/2015[Cd][pcu]3[FSR]6__1of2.cif,2015[Cd][pcu]3[FSR]6,retained,"""interpenetration removal""",,,,unknown
rep02,U,rep02/mod/2015[Cd][sql]2[ASR]1__1of2.cif,2015[Cd][sql]2[ASR]1,retained,"""interpenetration removal""",,,,unknown
rep02,U,rep02/mod/2015[Cd][sql]2[ASR]2__1of2.cif,2015[Cd][sql]2[ASR]2,retained,"""interpenetration removal""",,,,unknown
rep02,U,rep02/mod/2015[Cd][sql]2[FSR]1__1of2.cif,2015[Cd][sql]2[FSR]1,retained,"""interpenetration removal""",,,,unknown
rep02,U,rep02/mod/2015[Cd][sql]2[FSR]2__1of2.cif,2015[Cd][sql]2[FSR]2,retained,"""interpenetration removal""",,,,unknown
rep02,U,rep02/mod/2015[Cd][sql]2[FSR]3__1of2.cif,2015[Cd][sql]2[FSR]3,retained,"""interpenetration removal""",,,,unknown
rep02,U,rep02/mod/2015[Cd][sql]2[FSR]4__1of2.cif,2015[Cd][sql]2[FSR]4,retained,"""interpenetration removal""",,,,unknown
rep02,U,rep02/mod/2015[Cd][sql]2[FSR]5__1of2.cif,2015[Cd][sql]2[FSR]5,retained,"""interpenetration removal""",,,,unknown
rep02,U,rep02/mod/2015[Cd][ths]3[ASR]1__1of2.cif,2015[Cd][ths]3[ASR]1,retained,"""interpenetration removal""",,,,unknown
rep02,U,rep02/mod/2015[Cd][ths]3[FSR]1__1of2.cif,2015[Cd][ths]3[FSR]1,retained,"""interpenetration removal""",,,,unknown
rep02,U,rep02/mod/2015[Co][hcb]2[ASR]1__1of2.cif,2015[Co][hcb]2[ASR]1,retained,"""interpenetration removal""",,,,unknown
rep02,U,rep02/mod/2015[Co][hcb]2[FSR]1__1of2.cif,2015[Co][hcb]2[FSR]1,retained,"""interpenetration removal""",,,,unknown
rep02,U,rep02/mod/2015[Co][nan]2[ASR]2__1of2.cif,2015[Co][nan]2[ASR]2,retained,"""interpenetration removal""",,,,unknown
rep02,U,rep02/mod/2015[Co][sit]3[ASR]1__1of2.cif,2015[Co][sit]3[ASR]1,retained,"""interpenetration removal""",,,,unknown
rep02,U,rep02/mod/2015[Co][sit]3[FSR]1__1of2.cif,2015[Co][sit]3[FSR]1,retained,"""interpenetration removal""",,,,unknown
rep02,U,rep02/mod/2015[Co][ths]3[ASR]1__1of2.cif,2015[Co][ths]3[ASR]1,retained,"""interpenetration removal""",,,,unknown
rep02,U,rep02/mod/2015[Co][ths]3[FSR]1__1of2.cif,2015[Co][ths]3[FSR]1,retained,"""interpenetration removal""",,,,unknown
rep02,U,rep02/mod/2015[Cu][dia]3[FSR]1__1of2.cif,2015[Cu][dia]3[FSR]1,retained,"""interpenetration removal""",,,,unknown
rep02,U,rep02/mod/2015[Cu][dia]3[FSR]4__1of2.cif,2015[Cu][dia]3[FSR]4,retained,"""interpenetration removal""",,,,unknown
rep02,U,rep02/mod/2015[Cu][hex]3[FSR]1__1of2.cif,2015[Cu][hex]3[FSR]1,retained,"""interpenetration removal""",,,,unknown
rep02,U,rep02/mod/2015[Cu][sql]2[ASR]1__1of4.cif,2015[Cu][sql]2[ASR]1,retained,"""interpenetration removal""",,,,unknown
rep02,U,rep02/mod/2015[Cu][sql]2[FSR]1__1of4.cif,2015[Cu][sql]2[FSR]1,retained,"""interpenetration removal""",,,,unknown
rep02,U,rep02/mod/2015[Cu][utp]3[ASR]1__1of2.cif,2015[Cu][utp]3[ASR]1,retained,"""interpenetration removal""",,,,unknown
rep02,U,rep02/mod/2015[Cu][utp]3[FSR]1__1of2.cif,2015[Cu][utp]3[FSR]1,retained,"""interpenetration removal""",,,,unknown
rep02,U,rep02/mod/2015[InAg][sql]2[ASR]1__1of2.cif,2015[InAg][sql]2[ASR]1,retained,"""interpenetration removal""",,,,unknown
rep02,U,rep02/mod/2015[Mn][sql]2[ASR]1__1of4.cif,2015[Mn][sql]2[ASR]1,retained,"""interpenetration removal""",,,,unknown
rep02,U,rep02/mod/2015[Mn][sql]2[FSR]1__1of4.cif,2015[Mn][sql]2[FSR]1,retained,"""interpenetration removal""",,,,unknown
rep02,U,rep02/mod/2015[Mn][ths]3[ASR]1__1of2.cif,2015[Mn][ths]3[ASR]1,retained,"""interpenetration removal""",,,,unknown
rep02,U,rep02/mod/2015[Mn][ths]3[FSR]1__1of2.cif,2015[Mn][ths]3[FSR]1,retained,"""interpenetration removal""",,,,unknown
rep02,U,rep02/mod/2015[Ni][dia]3[ASR]4__1of2.cif,2015[Ni][dia]3[ASR]4,retained,"""interpenetration removal""",,,,unknown
rep02,U,rep02/mod/2015[Ni][dia]3[FSR]4__1of2.cif,2015[Ni][dia]3[FSR]4,retained,"""interpenetration removal""",,,,unknown
rep02,U,rep02/mod/2015[Ni][sit]3[ASR]1__1of2.cif,2015[Ni][sit]3[ASR]1,retained,"""interpenetration removal""",,,,unknown
rep02,U,rep02/mod/2015[Ni][sit]3[FSR]1__1of2.cif,2015[Ni][sit]3[FSR]1,retained,"""interpenetration removal""",,,,unknown
rep02,U,rep02/mod/2015[Ni][sql]2[ASR]1__1of2.cif,2015[Ni][sql]2[ASR]1,retained,"""interpenetration removal""",,,,unknown
rep02,U,rep02/mod/2015[Tb][pcu]3[FSR]1__1of2.cif,2015[Tb][pcu]3[FSR]1,retained,"""interpenetration removal""",,,,unknown
rep02,U,rep02/mod/2015[VCd][pcu]3[ASR]1__1of2.cif,2015[VCd][pcu]3[ASR]1,retained,"""interpenetration removal""",,,,unknown
rep02,U,rep02/mod/2015[Zn][bey]2[ASR]1__1of2.cif,2015[Zn][bey]2[ASR]1,retained,"""interpenetration removal""",,,,unknown
rep02,U,rep02/mod/2015[Zn][bey]2[FSR]1__1of2.cif,2015[Zn][bey]2[FSR]1,retained,"""interpenetration removal""",,,,unknown
rep02,U,rep02/mod/2015[Zn][bnn]3[ASR]1__1of2.cif,2015[Zn][bnn]3[ASR]1,retained,"""interpenetration removal""",,,,unknown
rep02,U,rep02/mod/2015[Zn][bnn]3[FSR]1__1of2.cif,2015[Zn][bnn]3[FSR]1,retained,"""interpenetration removal""",,,,unknown
rep02,U,rep02/mod/2015[Zn][dia]3[ASR]5__1of4.cif,2015[Zn][dia]3[ASR]5,retained,"""interpenetration removal""",,,,unknown
rep02,U,rep02/mod/2015[Zn][dia]3[ASR]6__1of2.cif,2015[Zn][dia]3[ASR]6,retained,"""interpenetration removal""",,,,unknown
rep02,U,rep02/mod/2015[Zn][dia]3[ASR]7__1of2.cif,2015[Zn][dia]3[ASR]7,retained,"""interpenetration removal""",,,,unknown
rep02,U,rep02/mod/2015[Zn][dia]3[FSR]6__1of4.cif,2015[Zn][dia]3[FSR]6,retained,"""interpenetration removal""",,,,unknown
rep02,U,rep02/mod/2015[Zn][dia]3[FSR]7__1of2.cif,2015[Zn][dia]3[FSR]7,retained,"""interpenetration removal""",,,,unknown
rep02,U,rep02/mod/2015[Zn][dia]3[FSR]8__1of2.cif,2015[Zn][dia]3[FSR]8,retained,"""interpenetration removal""",,,,unknown
rep02,U,rep02/mod/2015[Zn][nan]2[ASR]1__1of2.cif,2015[Zn][nan]2[ASR]1,retained,"""interpenetration removal""",,,,unknown
rep02,U,rep02/mod/2015[Zn][nan]2[ASR]2__1of2.cif,2015[Zn][nan]2[ASR]2,retained,"""interpenetration removal""",,,,unknown
rep02,U,rep02/mod/2015[Zn][nan]2[FSR]1__1of2.cif,2015[Zn][nan]2[FSR]1,retained,"""interpenetration removal""",,,,unknown
rep02,U,rep02/mod/2015[Zn][nan]2[FSR]2__1of2.cif,2015[Zn][nan]2[FSR]2,retained,"""interpenetration removal""",,,,unknown
rep02,U,rep02/mod/2015[Zn][nan]3[ASR]24__1of2.cif,2015[Zn][nan]3[ASR]24,retained,"""interpenetration removal""",,,,unknown
rep02,U,rep02/mod/2015[Zn][nan]3[ASR]25__1of2.cif,2015[Zn][nan]3[ASR]25,retained,"""interpenetration removal""",,,,unknown
rep02,U,rep02/mod/2015[Zn][nan]3[ASR]35__1of2.cif,2015[Zn][nan]3[ASR]35,retained,"""interpenetration removal""",,,,unknown
rep02,U,rep02/mod/2015[Zn][nan]3[ASR]45__1of2.cif,2015[Zn][nan]3[ASR]45,retained,"""interpenetration removal""",,,,unknown
rep02,U,rep02/mod/2015[Zn][pcu]3[ASR]12__1of2.cif,2015[Zn][pcu]3[ASR]12,retained,"""interpenetration removal""",,,,unknown
rep02,U,rep02/mod/2015[Zn][pcu]3[ASR]14__1of2.cif,2015[Zn][pcu]3[ASR]14,retained,"""interpenetration removal""",,,,unknown
rep02,U,rep02/mod/2015[Zn][pcu]3[ASR]15__1of2.cif,2015[Zn][pcu]3[ASR]15,retained,"""interpenetration removal""",,,,unknown
rep02,U,rep02/mod/2015[Zn][pcu]3[ASR]17__1of2.cif,2015[Zn][pcu]3[ASR]17,retained,"""interpenetration removal""",,,,unknown
rep02,U,rep02/mod/2015[Zn][pcu]3[ASR]3__1of2.cif,2015[Zn][pcu]3[ASR]3,retained,"""interpenetration removal""",,,,unknown
rep02,U,rep02/mod/2015[Zn][pcu]3[ASR]6__1of2.cif,2015[Zn][pcu]3[ASR]6,retained,"""interpenetration removal""",,,,unknown
rep02,U,rep02/mod/2015[Zn][pcu]3[ASR]7__1of2.cif,2015[Zn][pcu]3[ASR]7,retained,"""interpenetration removal""",,,,unknown
rep02,U,rep02/mod/2015[Zn][pcu]3[ASR]9__1of2.cif,2015[Zn][pcu]3[ASR]9,retained,"""interpenetration removal""",,,,unknown
